species,series,subplot,scale,response,value,naturalisation_level,introduction_time,category
Leopoldia comosa,UA17,x,100,cover,0.01,NA,NA,native
Lepidium campestre,UA07,NW,1,p/a,1,naturalised,archaeophyte,non_native
Lepidium campestre,UA07,NW,10,cover,0.01,naturalised,archaeophyte,non_native
Lepidium campestre,UA07,x,100,cover,0.005,naturalised,archaeophyte,non_native
Linaria genistifolia,UA08,x,100,cover,0.1,NA,NA,native
Linaria genistifolia,UA09,NW,10,cover,0.1,NA,NA,native
Linaria genistifolia,UA09,SE,0.1,p/a,1,NA,NA,native
Linaria genistifolia,UA09,SE,1,p/a,1,NA,NA,native
Linaria genistifolia,UA09,SE,10,cover,0.5,NA,NA,native
Linaria genistifolia,UA09,x,100,cover,0.3,NA,NA,native
Linaria genistifolia,UA12,x,100,cover,0.1,NA,NA,native
Linaria genistifolia,UA16,SE,10,cover,0.1,NA,NA,native
Linaria genistifolia,UA16,x,100,cover,0.05,NA,NA,native
Linaria genistifolia,UA19,NW,1,p/a,1,NA,NA,native
Linaria genistifolia,UA19,NW,10,cover,0.1,NA,NA,native
Linaria genistifolia,UA19,x,100,cover,0.05,NA,NA,native
Linaria vulgaris,UA03,x,100,cover,0.1,NA,NA,native
Linaria vulgaris,UA05,SE,1,p/a,1,NA,NA,native
Linaria vulgaris,UA05,SE,10,cover,0.1,NA,NA,native
Linaria vulgaris,UA05,x,100,cover,0.05,NA,NA,native
Linaria vulgaris,UA08,SE,0.1,p/a,1,NA,NA,native
Linaria vulgaris,UA08,SE,1,p/a,1,NA,NA,native
Linaria vulgaris,UA08,SE,10,cover,2,NA,NA,native
Linaria vulgaris,UA08,x,100,cover,1,NA,NA,native
Linaria vulgaris,UA10,NW,10,cover,0.1,NA,NA,native
Linaria vulgaris,UA10,x,100,cover,0.05,NA,NA,native
Linaria vulgaris,UA12,x,100,cover,0.1,NA,NA,native
Linum austriacum,UA07,x,100,cover,0.1,NA,NA,native
Linum austriacum,UA20,NW,10,cover,0.2,NA,NA,native
Linum austriacum,UA20,x,100,cover,0.1,NA,NA,native
Linum hirsutum,UA05,NW,1e-4,p/a,1,NA,NA,native
Linum hirsutum,UA05,NW,0.001,p/a,1,NA,NA,native
Linum hirsutum,UA05,NW,0.01,p/a,1,NA,NA,native
Linum hirsutum,UA05,NW,0.1,p/a,1,NA,NA,native
Linum hirsutum,UA05,NW,1,p/a,1,NA,NA,native
Linum hirsutum,UA05,NW,10,cover,20,NA,NA,native
Linum hirsutum,UA05,SE,10,cover,2,NA,NA,native
Linum hirsutum,UA05,x,100,cover,11,NA,NA,native
Linum hirsutum,UA06,NW,10,cover,2,NA,NA,native
Linum hirsutum,UA06,SE,10,cover,2,NA,NA,native
Linum hirsutum,UA06,x,100,cover,2,NA,NA,native
Linum hirsutum,UA15,NW,1,p/a,1,NA,NA,native
Linum hirsutum,UA15,NW,10,cover,1,NA,NA,native
Linum hirsutum,UA15,SE,1,p/a,1,NA,NA,native
Linum hirsutum,UA15,SE,10,cover,2,NA,NA,native
Linum hirsutum,UA15,x,100,cover,1.5,NA,NA,native
Linum hirsutum,UA17,NW,10,cover,0.2,NA,NA,native
Linum hirsutum,UA17,SE,0.1,p/a,1,NA,NA,native
Linum hirsutum,UA17,SE,1,p/a,1,NA,NA,native
Linum hirsutum,UA17,SE,10,cover,2,NA,NA,native
Linum hirsutum,UA17,x,100,cover,1.1,NA,NA,native
Linum hirsutum,UA18,NW,1,p/a,1,NA,NA,native
Linum hirsutum,UA18,NW,10,cover,0.2,NA,NA,native
Linum hirsutum,UA18,x,100,cover,0.1,NA,NA,native
Linum hirsutum,UA19,SE,10,cover,0.2,NA,NA,native
Linum hirsutum,UA19,x,100,cover,0.1,NA,NA,native
Linum tenuifolium,UA08,NW,1,p/a,1,NA,NA,native
Linum tenuifolium,UA08,NW,10,cover,1,NA,NA,native
Linum tenuifolium,UA08,SE,0.1,p/a,1,NA,NA,native
Linum tenuifolium,UA08,SE,1,p/a,1,NA,NA,native
Linum tenuifolium,UA08,SE,10,cover,1,NA,NA,native
Linum tenuifolium,UA08,x,100,cover,1,NA,NA,native
Linum tenuifolium,UA09,NW,1,p/a,1,NA,NA,native
Linum tenuifolium,UA09,NW,10,cover,0.1,NA,NA,native
Linum tenuifolium,UA09,SE,1,p/a,1,NA,NA,native
Linum tenuifolium,UA09,SE,10,cover,0.1,NA,NA,native
Linum tenuifolium,UA09,x,100,cover,0.1,NA,NA,native
Linum tenuifolium,UA14,x,100,cover,0.1,NA,NA,native
Linum tenuifolium,UA15,SE,1,p/a,1,NA,NA,native
Linum tenuifolium,UA15,SE,10,cover,0.5,NA,NA,native
Linum tenuifolium,UA15,x,100,cover,0.25,NA,NA,native
Linum tenuifolium,UA18,SE,10,cover,0.01,NA,NA,native
Linum tenuifolium,UA18,x,100,cover,0.005,NA,NA,native
Lolium perenne,UA14,x,100,cover,0.1,NA,NA,native
Lolium perenne,UA16,SE,0.01,p/a,1,NA,NA,native
Lolium perenne,UA16,SE,0.1,p/a,1,NA,NA,native
Lolium perenne,UA16,SE,1,p/a,1,NA,NA,native
Lolium perenne,UA16,SE,10,cover,4,NA,NA,native
Lolium perenne,UA16,x,100,cover,2,NA,NA,native
Lotus corniculatus,UA01,SE,10,cover,0.5,NA,NA,native
Lotus corniculatus,UA01,x,100,cover,0.25,NA,NA,native
Lotus corniculatus,UA03,x,100,cover,0.1,NA,NA,native
Lotus corniculatus,UA05,NW,1,p/a,1,NA,NA,native
Lotus corniculatus,UA05,NW,10,cover,0.5,NA,NA,native
Lotus corniculatus,UA05,SE,0.1,p/a,1,NA,NA,native
Lotus corniculatus,UA05,SE,1,p/a,1,NA,NA,native
Lotus corniculatus,UA05,SE,10,cover,5,NA,NA,native
Lotus corniculatus,UA05,x,100,cover,2.75,NA,NA,native
Lotus corniculatus,UA06,NW,10,cover,1,NA,NA,native
Lotus corniculatus,UA06,SE,10,cover,1,NA,NA,native
Lotus corniculatus,UA06,x,100,cover,1,NA,NA,native
Lotus corniculatus,UA07,x,100,cover,0.1,NA,NA,native
Lotus corniculatus,UA08,SE,10,cover,0.5,NA,NA,native
Lotus corniculatus,UA08,x,100,cover,0.25,NA,NA,native
Lotus corniculatus,UA09,SE,10,cover,0.01,NA,NA,native
Lotus corniculatus,UA09,x,100,cover,0.005,NA,NA,native
Lotus corniculatus,UA10,NW,10,cover,0.1,NA,NA,native
Lotus corniculatus,UA10,x,100,cover,0.05,NA,NA,native
Lotus corniculatus,UA12,NW,10,cover,0.1,NA,NA,native
Lotus corniculatus,UA12,x,100,cover,0.05,NA,NA,native
Lotus corniculatus,UA13,x,100,cover,0.1,NA,NA,native
Lotus corniculatus,UA14,NW,10,cover,0.5,NA,NA,native
Lotus corniculatus,UA14,SE,1,p/a,1,NA,NA,native
Lotus corniculatus,UA14,SE,10,cover,2,NA,NA,native
Lotus corniculatus,UA14,x,100,cover,1.25,NA,NA,native
Lotus corniculatus,UA16,NW,1e-4,p/a,1,NA,NA,native
Lotus corniculatus,UA16,NW,0.001,p/a,1,NA,NA,native
Lotus corniculatus,UA16,NW,0.01,p/a,1,NA,NA,native
Lotus corniculatus,UA16,NW,0.1,p/a,1,NA,NA,native
Lotus corniculatus,UA16,NW,1,p/a,1,NA,NA,native
Lotus corniculatus,UA16,NW,10,cover,8,NA,NA,native
Lotus corniculatus,UA16,SE,1e-4,p/a,1,NA,NA,native
Lotus corniculatus,UA16,SE,0.001,p/a,1,NA,NA,native
Lotus corniculatus,UA16,SE,0.01,p/a,1,NA,NA,native
Lotus corniculatus,UA16,SE,0.1,p/a,1,NA,NA,native
Lotus corniculatus,UA16,SE,1,p/a,1,NA,NA,native
Lotus corniculatus,UA16,SE,10,cover,10,NA,NA,native
Lotus corniculatus,UA16,x,100,cover,9,NA,NA,native
Lotus corniculatus,UA18,NW,1,p/a,1,NA,NA,native
Lotus corniculatus,UA18,NW,10,cover,1,NA,NA,native
Lotus corniculatus,UA18,x,100,cover,0.5,NA,NA,native
Lotus corniculatus,UA20,NW,0.1,p/a,1,NA,NA,native
Lotus corniculatus,UA20,NW,1,p/a,1,NA,NA,native
Lotus corniculatus,UA20,NW,10,cover,0.3,NA,NA,native
Lotus corniculatus,UA20,SE,0.1,p/a,1,NA,NA,native
Lotus corniculatus,UA20,SE,1,p/a,1,NA,NA,native
Lotus corniculatus,UA20,SE,10,cover,0.3,NA,NA,native
Lotus corniculatus,UA20,x,100,cover,0.3,NA,NA,native
Lotus corniculatus,UA21,NW,0.01,p/a,1,NA,NA,native
Lotus corniculatus,UA21,NW,0.1,p/a,1,NA,NA,native
Lotus corniculatus,UA21,NW,1,p/a,1,NA,NA,native
Lotus corniculatus,UA21,NW,10,cover,2,NA,NA,native
Lotus corniculatus,UA21,SE,1,p/a,1,NA,NA,native
Lotus corniculatus,UA21,SE,10,cover,0.2,NA,NA,native
Lotus corniculatus,UA21,x,100,cover,1.1,NA,NA,native
Malus pumila,UA09,x,100,cover,0.1,casual,neophyte,non_native
Malus pumila,UA14,x,100,cover,0.1,casual,neophyte,non_native
Lavatera thuringiaca,UA06,x,100,cover,0.1,NA,NA,native
Marrubium peregrinum,UA07,NW,10,cover,0.01,NA,NA,native
Marrubium peregrinum,UA07,SE,0.01,p/a,1,NA,NA,native
Marrubium peregrinum,UA07,SE,0.1,p/a,1,NA,NA,native
Marrubium peregrinum,UA07,SE,1,p/a,1,NA,NA,native
Marrubium peregrinum,UA07,SE,10,cover,0.3,NA,NA,native
Marrubium peregrinum,UA07,x,100,cover,0.155,NA,NA,native
Marrubium peregrinum,UA08,SE,10,cover,0.1,NA,NA,native
Marrubium peregrinum,UA08,x,100,cover,0.05,NA,NA,native
Marrubium peregrinum,UA09,x,100,cover,0.1,NA,NA,native
Marrubium peregrinum,UA11,NW,0.01,p/a,1,NA,NA,native
Marrubium peregrinum,UA11,NW,0.1,p/a,1,NA,NA,native
Marrubium peregrinum,UA11,NW,1,p/a,1,NA,NA,native
Marrubium peregrinum,UA11,NW,10,cover,1,NA,NA,native
Marrubium peregrinum,UA11,SE,10,cover,1,NA,NA,native
Marrubium peregrinum,UA11,x,100,cover,1,NA,NA,native
Marrubium peregrinum,UA13,x,100,cover,0.1,NA,NA,native
Marrubium peregrinum,UA15,NW,0.1,p/a,1,NA,NA,native
Marrubium peregrinum,UA15,NW,1,p/a,1,NA,NA,native
Marrubium peregrinum,UA15,NW,10,cover,4,NA,NA,native
Marrubium peregrinum,UA15,SE,0.1,p/a,1,NA,NA,native
Marrubium peregrinum,UA15,SE,1,p/a,1,NA,NA,native
Marrubium peregrinum,UA15,SE,10,cover,1,NA,NA,native
Marrubium peregrinum,UA15,x,100,cover,2.5,NA,NA,native
Marrubium peregrinum,UA17,SE,1,p/a,1,NA,NA,native
Marrubium peregrinum,UA17,SE,10,cover,0.1,NA,NA,native
Marrubium peregrinum,UA17,x,100,cover,0.05,NA,NA,native
Marrubium peregrinum,UA18,SE,1,p/a,1,NA,NA,native
Marrubium peregrinum,UA18,SE,10,cover,1,NA,NA,native
Marrubium peregrinum,UA18,x,100,cover,0.5,NA,NA,native
Medicago falcata,UA01,SE,10,cover,3,NA,NA,native
Medicago falcata,UA01,x,100,cover,1.5,NA,NA,native
Medicago falcata,UA02,NW,0.1,p/a,1,NA,NA,native
Medicago falcata,UA02,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA02,NW,10,cover,8,NA,NA,native
Medicago falcata,UA02,SE,0.1,p/a,1,NA,NA,native
Medicago falcata,UA02,SE,1,p/a,1,NA,NA,native
Medicago falcata,UA02,SE,10,cover,10,NA,NA,native
Medicago falcata,UA02,x,100,cover,9,NA,NA,native
Medicago falcata,UA03,NW,0.001,p/a,1,NA,NA,native
Medicago falcata,UA03,NW,0.01,p/a,1,NA,NA,native
Medicago falcata,UA03,NW,0.1,p/a,1,NA,NA,native
Medicago falcata,UA03,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA03,NW,10,cover,10,NA,NA,native
Medicago falcata,UA03,SE,1e-4,p/a,1,NA,NA,native
Medicago falcata,UA03,SE,0.001,p/a,1,NA,NA,native
Medicago falcata,UA03,SE,0.01,p/a,1,NA,NA,native
Medicago falcata,UA03,SE,0.1,p/a,1,NA,NA,native
Medicago falcata,UA03,SE,1,p/a,1,NA,NA,native
Medicago falcata,UA03,SE,10,cover,25,NA,NA,native
Medicago falcata,UA03,x,100,cover,17.5,NA,NA,native
Medicago falcata,UA04,x,100,cover,0.1,NA,NA,native
Medicago falcata,UA05,NW,0.01,p/a,1,NA,NA,native
Medicago falcata,UA05,NW,0.1,p/a,1,NA,NA,native
Medicago falcata,UA05,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA05,NW,10,cover,25,NA,NA,native
Medicago falcata,UA05,SE,0.01,p/a,1,NA,NA,native
Medicago falcata,UA05,SE,0.1,p/a,1,NA,NA,native
Medicago falcata,UA05,SE,1,p/a,1,NA,NA,native
Medicago falcata,UA05,SE,10,cover,15,NA,NA,native
Medicago falcata,UA05,x,100,cover,20,NA,NA,native
Medicago falcata,UA07,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA07,NW,10,cover,0.05,NA,NA,native
Medicago falcata,UA07,SE,10,cover,0.8,NA,NA,native
Medicago falcata,UA07,x,100,cover,0.425,NA,NA,native
Medicago falcata,UA08,NW,10,cover,0.1,NA,NA,native
Medicago falcata,UA08,x,100,cover,0.05,NA,NA,native
Medicago falcata,UA10,NW,0.001,p/a,1,NA,NA,native
Medicago falcata,UA10,NW,0.01,p/a,1,NA,NA,native
Medicago falcata,UA10,NW,0.1,p/a,1,NA,NA,native
Medicago falcata,UA10,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA10,NW,10,cover,2,NA,NA,native
Medicago falcata,UA10,SE,10,cover,0.2,NA,NA,native
Medicago falcata,UA10,x,100,cover,1.1,NA,NA,native
Medicago falcata,UA11,NW,10,cover,1,NA,NA,native
Medicago falcata,UA11,SE,1,p/a,1,NA,NA,native
Medicago falcata,UA11,SE,10,cover,1,NA,NA,native
Medicago falcata,UA11,x,100,cover,1,NA,NA,native
Medicago falcata,UA12,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA12,NW,10,cover,7,NA,NA,native
Medicago falcata,UA12,SE,10,cover,0.1,NA,NA,native
Medicago falcata,UA12,x,100,cover,3.55,NA,NA,native
Medicago falcata,UA13,NW,0.1,p/a,1,NA,NA,native
Medicago falcata,UA13,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA13,NW,10,cover,0.5,NA,NA,native
Medicago falcata,UA13,SE,1,p/a,1,NA,NA,native
Medicago falcata,UA13,SE,10,cover,2,NA,NA,native
Medicago falcata,UA13,x,100,cover,1.25,NA,NA,native
Medicago falcata,UA14,NW,0.01,p/a,1,NA,NA,native
Medicago falcata,UA14,NW,0.1,p/a,1,NA,NA,native
Medicago falcata,UA14,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA14,NW,10,cover,15,NA,NA,native
Medicago falcata,UA14,SE,0.1,p/a,1,NA,NA,native
Medicago falcata,UA14,SE,1,p/a,1,NA,NA,native
Medicago falcata,UA14,SE,10,cover,6,NA,NA,native
Medicago falcata,UA14,x,100,cover,10.5,NA,NA,native
Medicago falcata,UA15,NW,10,cover,1,NA,NA,native
Medicago falcata,UA15,SE,1,p/a,1,NA,NA,native
Medicago falcata,UA15,SE,10,cover,0.2,NA,NA,native
Medicago falcata,UA15,x,100,cover,0.6,NA,NA,native
Medicago falcata,UA17,NW,1,p/a,1,NA,NA,native
Medicago falcata,UA17,NW,10,cover,0.5,NA,NA,native
Medicago falcata,UA17,SE,10,cover,0.3,NA,NA,native
Medicago falcata,UA17,x,100,cover,0.4,NA,NA,native
Medicago falcata,UA18,SE,10,cover,0.5,NA,NA,native
Medicago falcata,UA18,x,100,cover,0.25,NA,NA,native
Medicago falcata,UA20,SE,10,cover,0.1,NA,NA,native
Medicago falcata,UA20,x,100,cover,0.05,NA,NA,native
Medicago falcata,UA21,NW,10,cover,2,NA,NA,native
Medicago falcata,UA21,SE,10,cover,0.2,NA,NA,native
Medicago falcata,UA21,x,100,cover,1.1,NA,NA,native
Medicago lupulina,UA01,NW,1,p/a,1,NA,NA,native
Medicago lupulina,UA01,NW,10,cover,0.2,NA,NA,native
Medicago lupulina,UA01,SE,10,cover,0.1,NA,NA,native
Medicago lupulina,UA01,x,100,cover,0.15,NA,NA,native
Medicago lupulina,UA03,SE,10,cover,0.1,NA,NA,native
Medicago lupulina,UA03,x,100,cover,0.05,NA,NA,native
Medicago lupulina,UA04,SE,1,p/a,1,NA,NA,native
Medicago lupulina,UA04,SE,10,cover,0.5,NA,NA,native
Medicago lupulina,UA04,x,100,cover,0.25,NA,NA,native
Medicago lupulina,UA06,NW,1,p/a,1,NA,NA,native
Medicago lupulina,UA06,NW,10,cover,0.2,NA,NA,native
Medicago lupulina,UA06,SE,1,p/a,1,NA,NA,native
Medicago lupulina,UA06,SE,10,cover,0.2,NA,NA,native
Medicago lupulina,UA06,x,100,cover,0.2,NA,NA,native
Medicago lupulina,UA08,x,100,cover,0.1,NA,NA,native
Medicago lupulina,UA12,NW,10,cover,0.1,NA,NA,native
Medicago lupulina,UA12,x,100,cover,0.05,NA,NA,native
Medicago lupulina,UA13,SE,10,cover,0.1,NA,NA,native
Medicago lupulina,UA13,x,100,cover,0.05,NA,NA,native
Medicago lupulina,UA14,NW,0.1,p/a,1,NA,NA,native
Medicago lupulina,UA14,NW,1,p/a,1,NA,NA,native
Medicago lupulina,UA14,NW,10,cover,0.5,NA,NA,native
Medicago lupulina,UA14,SE,0.01,p/a,1,NA,NA,native
Medicago lupulina,UA14,SE,0.1,p/a,1,NA,NA,native
Medicago lupulina,UA14,SE,1,p/a,1,NA,NA,native
Medicago lupulina,UA14,SE,10,cover,1,NA,NA,native
Medicago lupulina,UA14,x,100,cover,0.75,NA,NA,native
Medicago lupulina,UA15,SE,10,cover,0.1,NA,NA,native
Medicago lupulina,UA15,x,100,cover,0.05,NA,NA,native
Medicago lupulina,UA16,NW,0.001,p/a,1,NA,NA,native
Medicago lupulina,UA16,NW,0.01,p/a,1,NA,NA,native
Medicago lupulina,UA16,NW,0.1,p/a,1,NA,NA,native
Medicago lupulina,UA16,NW,1,p/a,1,NA,NA,native
Medicago lupulina,UA16,NW,10,cover,1,NA,NA,native
Medicago lupulina,UA16,SE,1,p/a,1,NA,NA,native
Medicago lupulina,UA16,SE,10,cover,1,NA,NA,native
Medicago lupulina,UA16,x,100,cover,1,NA,NA,native
Medicago lupulina,UA19,SE,1,p/a,1,NA,NA,native
Medicago lupulina,UA19,SE,10,cover,0.5,NA,NA,native
Medicago lupulina,UA19,x,100,cover,0.25,NA,NA,native
Medicago lupulina,UA20,NW,1,p/a,1,NA,NA,native
Medicago lupulina,UA20,NW,10,cover,0.1,NA,NA,native
Medicago lupulina,UA20,x,100,cover,0.05,NA,NA,native
Medicago sativa,UA09,x,100,cover,0.1,naturalised,neophyte,non_native
Medicago sativa,UA16,x,100,cover,0.1,naturalised,neophyte,non_native
Melica ciliata,UA09,NW,1,p/a,1,NA,NA,native
Melica ciliata,UA09,NW,10,cover,2,NA,NA,native
Melica ciliata,UA09,SE,10,cover,0.5,NA,NA,native
Melica ciliata,UA09,x,100,cover,1.25,NA,NA,native
Melica ciliata,UA11,x,100,cover,0.1,NA,NA,native
Melica transsilvanica,UA04,NW,0.1,p/a,1,NA,NA,native
Melica transsilvanica,UA04,NW,1,p/a,1,NA,NA,native
Melica transsilvanica,UA04,NW,10,cover,5,NA,NA,native
Melica transsilvanica,UA04,x,100,cover,2.5,NA,NA,native
Melica transsilvanica,UA15,SE,10,cover,0.2,NA,NA,native
Melica transsilvanica,UA15,x,100,cover,0.1,NA,NA,native
Melilotus officinalis,UA07,x,100,cover,0.1,NA,NA,native
Melilotus officinalis,UA08,NW,10,cover,0.1,NA,NA,native
Melilotus officinalis,UA08,SE,10,cover,0.2,NA,NA,native
Melilotus officinalis,UA08,x,100,cover,0.15,NA,NA,native
Melilotus officinalis,UA09,NW,1,p/a,1,NA,NA,native
Melilotus officinalis,UA09,NW,10,cover,0.1,NA,NA,native
Melilotus officinalis,UA09,SE,10,cover,0.1,NA,NA,native
Melilotus officinalis,UA09,x,100,cover,0.1,NA,NA,native
Melilotus officinalis,UA10,SE,1e-4,p/a,1,NA,NA,native
Melilotus officinalis,UA10,SE,0.001,p/a,1,NA,NA,native
Melilotus officinalis,UA10,SE,0.01,p/a,1,NA,NA,native
Melilotus officinalis,UA10,SE,0.1,p/a,1,NA,NA,native
Melilotus officinalis,UA10,SE,1,p/a,1,NA,NA,native
Melilotus officinalis,UA10,SE,10,cover,0.1,NA,NA,native
Melilotus officinalis,UA10,x,100,cover,0.05,NA,NA,native
Melilotus officinalis,UA12,NW,10,cover,0.2,NA,NA,native
Melilotus officinalis,UA12,SE,10,cover,0.2,NA,NA,native
Melilotus officinalis,UA12,x,100,cover,0.2,NA,NA,native
Melilotus officinalis,UA13,x,100,cover,0.1,NA,NA,native
Melilotus officinalis,UA18,NW,1,p/a,1,NA,NA,native
Melilotus officinalis,UA18,NW,10,cover,0.2,NA,NA,native
Melilotus officinalis,UA18,x,100,cover,0.1,NA,NA,native
Melilotus officinalis,UA19,NW,1,p/a,1,NA,NA,native
Melilotus officinalis,UA19,NW,10,cover,2,NA,NA,native
Melilotus officinalis,UA19,SE,1,p/a,1,NA,NA,native
Melilotus officinalis,UA19,SE,10,cover,0.5,NA,NA,native
Melilotus officinalis,UA19,x,100,cover,1.25,NA,NA,native
Chaenorhinum minus,UA09,x,100,cover,0.1,NA,NA,native
Chaenorhinum minus,UA12,SE,0.01,p/a,1,NA,NA,native
Chaenorhinum minus,UA12,SE,0.1,p/a,1,NA,NA,native
Chaenorhinum minus,UA12,SE,1,p/a,1,NA,NA,native
Chaenorhinum minus,UA12,SE,10,cover,0.1,NA,NA,native
Chaenorhinum minus,UA12,x,100,cover,0.05,NA,NA,native
Minuartia setacea,UA09,SE,10,cover,0.1,NA,NA,native
Minuartia setacea,UA09,x,100,cover,0.05,NA,NA,native
Nigella arvensis,UA06,x,100,cover,0.1,naturalised,archaeophyte,non_native
Nigella arvensis,UA07,NW,10,cover,0.01,naturalised,archaeophyte,non_native
Nigella arvensis,UA07,SE,10,cover,0.1,naturalised,archaeophyte,non_native
Nigella arvensis,UA07,x,100,cover,0.055,naturalised,archaeophyte,non_native
Nigella arvensis,UA09,x,100,cover,0.1,naturalised,archaeophyte,non_native
Nigella arvensis,UA10,x,100,cover,0.1,naturalised,archaeophyte,non_native
Nigella arvensis,UA12,SE,10,cover,0.1,naturalised,archaeophyte,non_native
Nigella arvensis,UA12,x,100,cover,0.05,naturalised,archaeophyte,non_native
Nigella arvensis,UA18,NW,10,cover,0.5,naturalised,archaeophyte,non_native
Nigella arvensis,UA18,SE,10,cover,0.1,naturalised,archaeophyte,non_native
Nigella arvensis,UA18,x,100,cover,0.3,naturalised,archaeophyte,non_native
Nigella arvensis,UA19,SE,1,p/a,1,naturalised,archaeophyte,non_native
Nigella arvensis,UA19,SE,10,cover,0.1,naturalised,archaeophyte,non_native
Nigella arvensis,UA19,x,100,cover,0.05,naturalised,archaeophyte,non_native
Nonea pulla,UA06,NW,10,cover,0.2,NA,NA,native
Nonea pulla,UA06,x,100,cover,0.1,NA,NA,native
Nonea pulla,UA14,x,100,cover,0.1,NA,NA,native
Nonea pulla,UA18,SE,10,cover,0.01,NA,NA,native
Nonea pulla,UA18,x,100,cover,0.005,NA,NA,native
Odontites luteus,UA07,SE,10,cover,0.1,NA,NA,native
Odontites luteus,UA07,x,100,cover,0.05,NA,NA,native
Odontites luteus,UA20,NW,1,p/a,1,NA,NA,native
Odontites luteus,UA20,NW,10,cover,0.2,NA,NA,native
Odontites luteus,UA20,x,100,cover,0.1,NA,NA,native
Odontites vernus,UA01,x,100,cover,0.1,NA,NA,native
Odontites vernus,UA08,SE,10,cover,0.1,NA,NA,native
Odontites vernus,UA08,x,100,cover,0.05,NA,NA,native
Odontites vernus,UA20,SE,1,p/a,1,NA,NA,native
Odontites vernus,UA20,SE,10,cover,0.2,NA,NA,native
Odontites vernus,UA20,x,100,cover,0.1,NA,NA,native
Onobrychis arenaria,UA09,x,100,cover,0.1,NA,NA,native
Onobrychis arenaria,UA10,SE,10,cover,0.2,NA,NA,native
Onobrychis arenaria,UA10,x,100,cover,0.1,NA,NA,native
Onobrychis arenaria,UA12,SE,1,p/a,1,NA,NA,native
Onobrychis arenaria,UA12,SE,10,cover,0.1,NA,NA,native
Onobrychis arenaria,UA12,x,100,cover,0.05,NA,NA,native
Onosma arenaria,UA18,NW,10,cover,0.2,NA,NA,native
Onosma arenaria,UA18,x,100,cover,0.1,NA,NA,native
Onosma arenaria,UA20,SE,10,cover,0.2,NA,NA,native
Onosma arenaria,UA20,x,100,cover,0.1,NA,NA,native
Origanum vulgare,UA06,NW,0.1,p/a,1,NA,NA,native
Origanum vulgare,UA06,NW,1,p/a,1,NA,NA,native
Origanum vulgare,UA06,NW,10,cover,2,NA,NA,native
Origanum vulgare,UA06,SE,10,cover,2,NA,NA,native
Origanum vulgare,UA06,x,100,cover,2,NA,NA,native
Origanum vulgare,UA15,SE,10,cover,0.2,NA,NA,native
Origanum vulgare,UA15,x,100,cover,0.1,NA,NA,native
Origanum vulgare,UA17,SE,10,cover,0.2,NA,NA,native
Origanum vulgare,UA17,x,100,cover,0.1,NA,NA,native
Ornithogalum orthophyllum,UA03,NW,0.1,p/a,1,NA,NA,native
Ornithogalum orthophyllum,UA03,NW,1,p/a,1,NA,NA,native
Ornithogalum orthophyllum,UA03,NW,10,cover,0.1,NA,NA,native
Ornithogalum orthophyllum,UA03,x,100,cover,0.05,NA,NA,native
Oxytropis pilosa,UA08,x,100,cover,0.1,NA,NA,native
Peucedanum alsaticum,UA06,NW,0.1,p/a,1,NA,NA,native
Peucedanum alsaticum,UA06,NW,1,p/a,1,NA,NA,native
Peucedanum alsaticum,UA06,NW,10,cover,0.5,NA,NA,native
Peucedanum alsaticum,UA06,x,100,cover,0.25,NA,NA,native
Peucedanum oreoselinum,UA02,SE,0.1,p/a,1,NA,NA,native
Peucedanum oreoselinum,UA02,SE,1,p/a,1,NA,NA,native
Peucedanum oreoselinum,UA02,SE,10,cover,10,NA,NA,native
Peucedanum oreoselinum,UA02,x,100,cover,5,NA,NA,native
Phleum pratense,UA14,SE,0.1,p/a,1,NA,NA,native
Phleum pratense,UA14,SE,1,p/a,1,NA,NA,native
Phleum pratense,UA14,SE,10,cover,1,NA,NA,native
Phleum pratense,UA14,x,100,cover,0.5,NA,NA,native
Phlomis herba-venti,UA08,SE,1,p/a,1,NA,NA,native
Phlomis herba-venti,UA08,SE,10,cover,0.2,NA,NA,native
Phlomis herba-venti,UA08,x,100,cover,0.1,NA,NA,native
Phlomis herba-venti,UA15,x,100,cover,0.1,NA,NA,native
Phlomoides tuberosa,UA04,SE,0.01,p/a,1,NA,NA,native
Phlomoides tuberosa,UA04,SE,0.1,p/a,1,NA,NA,native
Phlomoides tuberosa,UA04,SE,1,p/a,1,NA,NA,native
Phlomoides tuberosa,UA04,SE,10,cover,3,NA,NA,native
Phlomoides tuberosa,UA04,x,100,cover,1.5,NA,NA,native
Phlomoides tuberosa,UA06,SE,10,cover,1,NA,NA,native
Phlomoides tuberosa,UA06,x,100,cover,0.5,NA,NA,native
Picris hieracioides,UA01,NW,10,cover,0.5,NA,NA,native
Picris hieracioides,UA01,SE,10,cover,0.1,NA,NA,native
Picris hieracioides,UA01,x,100,cover,0.3,NA,NA,native
Picris hieracioides,UA13,NW,10,cover,0.1,NA,NA,native
Picris hieracioides,UA13,x,100,cover,0.05,NA,NA,native
