dataset,layer,group,species,series,subplot,scale,response,value
4,H,VP,Bromopsis riparia,SB20104,SE,0.1,p/a,1
4,H,VP,Bromopsis riparia,SB20104,SE,1,p/a,1
4,H,VP,Bromopsis riparia,SB20104,SE,10,cover,2
4,H,VP,Bromopsis riparia,SB20104,x,100,cover,1
4,H,VP,Bromopsis riparia,SB20160,NW,1,p/a,1
4,H,VP,Bromopsis riparia,SB20160,NW,10,cover,0.1
4,H,VP,Bromopsis riparia,SB20160,SE,10,cover,0.01
4,H,VP,Bromopsis riparia,SB20160,x,100,cover,0.055
4,H,VP,Bromopsis riparia,SB20169,SW,10,cover,0.1
4,H,VP,Bromopsis riparia,SB20169,x,100,cover,0.05
4,H,VP,Bromus squarrosus subsp. danubialis,SB20033,NE,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20033,NE,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20033,NE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20033,NE,10,cover,0.7
4,H,VP,Bromus squarrosus subsp. danubialis,SB20033,SW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20033,SW,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20033,x,100,cover,0.4
4,H,VP,Bromus squarrosus subsp. danubialis,SB20060,NE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20060,NE,10,cover,0.2
4,H,VP,Bromus squarrosus subsp. danubialis,SB20060,SW,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20060,SW,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20060,SW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20060,SW,10,cover,2
4,H,VP,Bromus squarrosus subsp. danubialis,SB20060,x,100,cover,1.1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,NW,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,NW,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,NW,10,cover,3
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,SE,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,SE,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,SE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,SE,10,cover,2
4,H,VP,Bromus squarrosus subsp. danubialis,SB20061,x,100,cover,2.5
4,H,VP,Bromus squarrosus subsp. danubialis,SB20062,NW,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20062,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20062,NW,10,cover,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20062,SE,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20062,SE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20062,SE,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20062,x,100,cover,0.55
4,H,VP,Bromus squarrosus subsp. danubialis,SB20063,NW,10,cover,0.3
4,H,VP,Bromus squarrosus subsp. danubialis,SB20063,SE,10,cover,0.2
4,H,VP,Bromus squarrosus subsp. danubialis,SB20063,x,100,cover,0.25
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,NW,0.001,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,NW,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,NW,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,NW,10,cover,0.5
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,SE,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,SE,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,SE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,SE,10,cover,0.2
4,H,VP,Bromus squarrosus subsp. danubialis,SB20078,x,100,cover,0.35
4,H,VP,Bromus squarrosus subsp. danubialis,SB20079,NW,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20079,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20079,NW,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20079,SE,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. danubialis,SB20079,x,100,cover,0.1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20077,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20077,NW,10,cover,0.5
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20077,SE,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20077,x,100,cover,0.3
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20081,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20081,NW,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20081,SE,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20081,SE,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20081,SE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20081,SE,10,cover,0.2
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20081,x,100,cover,0.15
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,NW,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,NW,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,NW,10,cover,3
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,SE,0.01,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,SE,0.1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,SE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,SE,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20083,x,100,cover,1.55
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20084,NW,1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20084,NW,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20084,SE,10,cover,0.01
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20084,x,100,cover,0.055
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20100,NW,10,cover,0.1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20100,SE,1,p/a,1
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20100,SE,10,cover,0.01
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20100,x,100,cover,0.055
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20102,NW,10,cover,0.05
4,H,VP,Bromus squarrosus subsp. squarrosus,SB20102,x,100,cover,0.025
4,H,VP,Bufonia tenuifolia,SB20081,NW,0.1,p/a,1
4,H,VP,Bufonia tenuifolia,SB20081,NW,1,p/a,1
4,H,VP,Bufonia tenuifolia,SB20081,NW,10,cover,0.05
4,H,VP,Bufonia tenuifolia,SB20081,SE,0.01,p/a,1
4,H,VP,Bufonia tenuifolia,SB20081,SE,0.1,p/a,1
4,H,VP,Bufonia tenuifolia,SB20081,SE,1,p/a,1
4,H,VP,Bufonia tenuifolia,SB20081,SE,10,cover,0.2
4,H,VP,Bufonia tenuifolia,SB20081,x,100,cover,0.125
4,H,VP,Buglossoides arvensis,SB20079,x,100,cover,0.001
4,H,VP,Buglossoides arvensis,SB20081,x,100,cover,0.1
4,H,VP,Buglossoides arvensis,SB20083,NW,10,cover,0.01
4,H,VP,Buglossoides arvensis,SB20083,SE,10,cover,0.01
4,H,VP,Buglossoides arvensis,SB20083,x,100,cover,0.01
4,H,VP,Buglossoides arvensis,SB20084,NW,10,cover,0.01
4,H,VP,Buglossoides arvensis,SB20084,x,100,cover,0.005
4,H,VP,Buglossoides arvensis,SB20100,SE,10,cover,0.001
4,H,VP,Buglossoides arvensis,SB20100,x,100,cover,5e-4
4,H,VP,Camelina microcarpa,SB20060,SW,10,cover,0.01
4,H,VP,Camelina microcarpa,SB20060,x,100,cover,0.005
4,H,VP,Camelina microcarpa,SB20063,NW,10,cover,0.01
4,H,VP,Camelina microcarpa,SB20063,SE,10,cover,0.1
4,H,VP,Camelina microcarpa,SB20063,x,100,cover,1
4,H,VP,Camelina microcarpa,SB20077,NW,10,cover,0.01
4,H,VP,Camelina microcarpa,SB20077,x,100,cover,0.005
4,H,VP,Camelina microcarpa,SB20079,NW,10,cover,0.1
4,H,VP,Camelina microcarpa,SB20079,x,100,cover,0.05
4,H,VP,Camelina microcarpa,SB20083,NW,10,cover,0.01
4,H,VP,Camelina microcarpa,SB20083,x,100,cover,0.005
4,H,VP,Camelina microcarpa,SB20084,NW,1,p/a,1
4,H,VP,Camelina microcarpa,SB20084,NW,10,cover,0.1
4,H,VP,Camelina microcarpa,SB20084,x,100,cover,0.05
4,H,VP,Campanula sibirica,SB20104,NW,10,cover,0.2
4,H,VP,Campanula sibirica,SB20104,x,100,cover,0.1
4,H,VP,Caragana frutex,SB20100,NW,10,cover,0.1
4,H,VP,Caragana frutex,SB20100,x,100,cover,0.05
4,H,VP,Carduus hamulosus,SB20060,x,100,cover,0.001
4,H,VP,Carduus hamulosus,SB20062,NW,10,cover,0.01
4,H,VP,Carduus hamulosus,SB20062,SE,10,cover,0.01
4,H,VP,Carduus hamulosus,SB20062,x,100,cover,0.01
4,H,VP,Carduus nutans,SB20061,x,100,cover,0.1
4,H,VP,Carduus nutans,SB20083,x,100,cover,0.1
4,H,VP,Carduus nutans,SB20084,x,100,cover,0.01
4,H,VP,Carduus species,SB20079,NW,10,cover,0.01
4,H,VP,Carduus species,SB20079,SE,10,cover,0.01
4,H,VP,Carduus species,SB20079,x,100,cover,0.01
4,H,VP,Carduus species,SB20081,SE,1,p/a,1
4,H,VP,Carduus species,SB20081,SE,10,cover,0.01
4,H,VP,Carduus species,SB20081,x,100,cover,0.005
4,H,VP,Carduus uncinatus,SB20063,NW,10,cover,0.02
4,H,VP,Carduus uncinatus,SB20063,SE,1,p/a,1
4,H,VP,Carduus uncinatus,SB20063,SE,10,cover,1
4,H,VP,Carduus uncinatus,SB20063,x,100,cover,0.51
4,H,VP,Carduus uncinatus,SB20077,SE,10,cover,0.1
4,H,VP,Carduus uncinatus,SB20077,x,100,cover,0.05
4,H,VP,Carduus uncinatus,SB20078,SE,10,cover,0.01
4,H,VP,Carduus uncinatus,SB20078,x,100,cover,0.005
4,H,VP,Carex praecox,SB20101,NE,0.001,p/a,1
4,H,VP,Carex praecox,SB20101,NE,0.01,p/a,1
4,H,VP,Carex praecox,SB20101,NE,0.1,p/a,1
4,H,VP,Carex praecox,SB20101,NE,1,p/a,1
4,H,VP,Carex praecox,SB20101,NE,10,cover,5
4,H,VP,Carex praecox,SB20101,SW,0.01,p/a,1
4,H,VP,Carex praecox,SB20101,SW,0.1,p/a,1
4,H,VP,Carex praecox,SB20101,SW,1,p/a,1
4,H,VP,Carex praecox,SB20101,SW,10,cover,3
4,H,VP,Carex praecox,SB20101,x,100,cover,4
4,H,VP,Carex stenophylla,SB20033,NE,1,p/a,1
4,H,VP,Carex stenophylla,SB20033,NE,10,cover,0.3
4,H,VP,Carex stenophylla,SB20033,SW,10,cover,0.1
4,H,VP,Carex stenophylla,SB20033,x,100,cover,0.2
4,H,VP,Carex stenophylla,SB20061,NW,0.0001,p/a,1
4,H,VP,Carex stenophylla,SB20061,NW,0.001,p/a,1
4,H,VP,Carex stenophylla,SB20061,NW,0.01,p/a,1
4,H,VP,Carex stenophylla,SB20061,NW,0.1,p/a,1
4,H,VP,Carex stenophylla,SB20061,NW,1,p/a,1
4,H,VP,Carex stenophylla,SB20061,NW,10,cover,25
4,H,VP,Carex stenophylla,SB20061,SE,0.01,p/a,1
4,H,VP,Carex stenophylla,SB20061,SE,0.1,p/a,1
4,H,VP,Carex stenophylla,SB20061,SE,1,p/a,1
4,H,VP,Carex stenophylla,SB20061,SE,10,cover,20
4,H,VP,Carex stenophylla,SB20061,x,100,cover,22.5
4,H,VP,Carex stenophylla,SB20062,SE,1,p/a,1
4,H,VP,Carex stenophylla,SB20062,SE,10,cover,0.3
4,H,VP,Carex stenophylla,SB20062,x,100,cover,0.15
4,H,VP,Carex stenophylla,SB20078,NW,0.1,p/a,1
4,H,VP,Carex stenophylla,SB20078,NW,1,p/a,1
4,H,VP,Carex stenophylla,SB20078,NW,10,cover,5
4,H,VP,Carex stenophylla,SB20078,SE,0.001,p/a,1
4,H,VP,Carex stenophylla,SB20078,SE,0.01,p/a,1
4,H,VP,Carex stenophylla,SB20078,SE,0.1,p/a,1
4,H,VP,Carex stenophylla,SB20078,SE,1,p/a,1
4,H,VP,Carex stenophylla,SB20078,SE,10,cover,1
4,H,VP,Carex stenophylla,SB20078,x,100,cover,3
4,H,VP,Carex supina,SB20101,NE,1,p/a,1
4,H,VP,Carex supina,SB20101,NE,10,cover,3
4,H,VP,Carex supina,SB20101,SW,1,p/a,1
4,H,VP,Carex supina,SB20101,SW,10,cover,3
4,H,VP,Carex supina,SB20101,x,100,cover,3
4,H,VP,Centaurea diffusa,SB20083,NW,10,cover,0.1
4,H,VP,Centaurea diffusa,SB20083,x,100,cover,0.05
4,H,VP,Centaurea diffusa,SB20160,x,100,cover,0.01
4,H,VP,Centaurea orientalis,SB20103,NW,10,cover,0.1
4,H,VP,Centaurea orientalis,SB20103,SE,1,p/a,1
4,H,VP,Centaurea orientalis,SB20103,SE,10,cover,0.5
4,H,VP,Centaurea orientalis,SB20103,x,100,cover,0.3
4,H,VP,Centaurea scabiosa subsp. adpressa,SB20103,NW,10,cover,0.01
4,H,VP,Centaurea scabiosa subsp. adpressa,SB20103,x,100,cover,0.005
4,H,VP,Cephalaria uralensis,SB20104,NW,0.1,p/a,1
4,H,VP,Cephalaria uralensis,SB20104,NW,1,p/a,1
4,H,VP,Cephalaria uralensis,SB20104,NW,10,cover,5
4,H,VP,Cephalaria uralensis,SB20104,SE,0.1,p/a,1
4,H,VP,Cephalaria uralensis,SB20104,SE,1,p/a,1
4,H,VP,Cephalaria uralensis,SB20104,SE,10,cover,7
4,H,VP,Cephalaria uralensis,SB20104,x,100,cover,6
4,H,VP,Cephalaria uralensis,SB20150,NW,0.1,p/a,1
4,H,VP,Cephalaria uralensis,SB20150,NW,1,p/a,1
4,H,VP,Cephalaria uralensis,SB20150,NW,10,cover,6
4,H,VP,Cephalaria uralensis,SB20150,SE,1,p/a,1
4,H,VP,Cephalaria uralensis,SB20150,SE,10,cover,7
4,H,VP,Cephalaria uralensis,SB20150,x,100,cover,6.5
4,H,VP,Cephalaria uralensis,SB20160,NW,10,cover,0.2
4,H,VP,Cephalaria uralensis,SB20160,SE,0.1,p/a,1
4,H,VP,Cephalaria uralensis,SB20160,SE,1,p/a,1
4,H,VP,Cephalaria uralensis,SB20160,SE,10,cover,0.7
4,H,VP,Cephalaria uralensis,SB20160,x,100,cover,0.45
4,H,VP,Cephalaria uralensis,SB20169,NE,10,cover,0.5
4,H,VP,Cephalaria uralensis,SB20169,SW,1,p/a,1
4,H,VP,Cephalaria uralensis,SB20169,SW,10,cover,1.5
4,H,VP,Cephalaria uralensis,SB20169,x,100,cover,1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20061,NW,0.1,p/a,1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20061,NW,1,p/a,1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20061,NW,10,cover,0.2
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20061,SE,0.1,p/a,1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20061,SE,1,p/a,1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20061,SE,10,cover,0.1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20061,x,100,cover,0.15
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20063,NW,1,p/a,1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20063,NW,10,cover,0.1
4,H,VP,Cerastium pumilum subsp. glutinosum,SB20063,x,100,cover,0.05
4,H,VP,Cerastium semidecandrum,SB20033,NE,0.01,p/a,1
4,H,VP,Cerastium semidecandrum,SB20033,NE,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20033,NE,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20033,NE,10,cover,0.001
4,H,VP,Cerastium semidecandrum,SB20033,x,100,cover,5e-4
4,H,VP,Cerastium semidecandrum,SB20061,NW,0.01,p/a,1
4,H,VP,Cerastium semidecandrum,SB20061,NW,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20061,NW,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20061,NW,10,cover,0.5
4,H,VP,Cerastium semidecandrum,SB20061,SE,0.01,p/a,1
4,H,VP,Cerastium semidecandrum,SB20061,SE,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20061,SE,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20061,SE,10,cover,0.3
4,H,VP,Cerastium semidecandrum,SB20061,x,100,cover,0.4
4,H,VP,Cerastium semidecandrum,SB20062,NW,0.01,p/a,1
4,H,VP,Cerastium semidecandrum,SB20062,NW,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20062,NW,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20062,NW,10,cover,0.5
4,H,VP,Cerastium semidecandrum,SB20062,SE,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20062,SE,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20062,SE,10,cover,0.01
4,H,VP,Cerastium semidecandrum,SB20062,x,100,cover,0.255
4,H,VP,Cerastium semidecandrum,SB20063,x,100,cover,0.001
4,H,VP,Cerastium semidecandrum,SB20077,NW,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20077,NW,10,cover,0.1
4,H,VP,Cerastium semidecandrum,SB20077,SE,0.01,p/a,1
4,H,VP,Cerastium semidecandrum,SB20077,SE,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20077,SE,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20077,SE,10,cover,0.5
4,H,VP,Cerastium semidecandrum,SB20077,x,100,cover,0.3
4,H,VP,Cerastium semidecandrum,SB20101,NE,0.0001,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,NE,0.001,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,NE,0.01,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,NE,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,NE,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,NE,10,cover,0.5
4,H,VP,Cerastium semidecandrum,SB20101,SW,0.01,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,SW,0.1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,SW,1,p/a,1
4,H,VP,Cerastium semidecandrum,SB20101,SW,10,cover,2
4,H,VP,Cerastium semidecandrum,SB20101,x,100,cover,1.25
4,H,VP,Chondrilla juncea,SB20063,x,100,cover,0.01
4,H,VP,Chondrilla juncea,SB20103,SE,1,p/a,1
4,H,VP,Chondrilla juncea,SB20103,SE,10,cover,0.2
4,H,VP,Chondrilla juncea,SB20103,x,100,cover,0.1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20100,NW,1,p/a,1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20100,NW,10,cover,3
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20100,SE,1,p/a,1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20100,SE,10,cover,0.5
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20100,x,100,cover,1.75
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20103,NW,1,p/a,1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20103,NW,10,cover,0.3
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20103,SE,1,p/a,1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20103,SE,10,cover,0.5
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20103,x,100,cover,0.4
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20104,NW,1,p/a,1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20104,NW,10,cover,0.3
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20104,SE,10,cover,0.7
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20104,x,100,cover,0.5
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20150,NW,10,cover,0.2
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20150,x,100,cover,0.1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20169,NE,10,cover,0.01
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20169,SW,10,cover,0.1
4,H,VP,Cleistogenes serotina subsp. bulgarica,SB20169,x,100,cover,0.055
4,H,VP,Consolida regalis,SB20083,NW,10,cover,0.01
4,H,VP,Consolida regalis,SB20083,x,100,cover,0.005
4,H,VP,Consolida regalis,SB20084,NW,10,cover,0.001
4,H,VP,Consolida regalis,SB20084,SE,10,cover,0.01
4,H,VP,Consolida regalis,SB20084,x,100,cover,0.0055
4,H,VP,Consolida regalis,SB20103,NW,10,cover,0.01
4,H,VP,Consolida regalis,SB20103,x,100,cover,0.005
4,H,VP,Convolvulus arvensis,SB20033,x,100,cover,0.001
4,H,VP,Convolvulus arvensis,SB20060,x,100,cover,0.001
4,H,VP,Convolvulus arvensis,SB20081,NW,10,cover,0.05
4,H,VP,Convolvulus arvensis,SB20081,SE,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20081,SE,10,cover,0.3
4,H,VP,Convolvulus arvensis,SB20081,x,100,cover,0.175
4,H,VP,Convolvulus arvensis,SB20083,NW,10,cover,0.01
4,H,VP,Convolvulus arvensis,SB20083,SE,10,cover,0.01
4,H,VP,Convolvulus arvensis,SB20083,x,100,cover,0.01
4,H,VP,Convolvulus arvensis,SB20084,NW,0.1,p/a,1
4,H,VP,Convolvulus arvensis,SB20084,NW,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20084,NW,10,cover,0.1
4,H,VP,Convolvulus arvensis,SB20084,SE,10,cover,0.1
4,H,VP,Convolvulus arvensis,SB20084,x,100,cover,0.1
4,H,VP,Convolvulus arvensis,SB20100,NW,0.1,p/a,1
4,H,VP,Convolvulus arvensis,SB20100,NW,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20100,NW,10,cover,0.3
4,H,VP,Convolvulus arvensis,SB20100,SE,0.1,p/a,1
4,H,VP,Convolvulus arvensis,SB20100,SE,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20100,SE,10,cover,0.1
4,H,VP,Convolvulus arvensis,SB20100,x,100,cover,0.2
4,H,VP,Convolvulus arvensis,SB20101,NE,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20101,NE,10,cover,0.2
4,H,VP,Convolvulus arvensis,SB20101,x,100,cover,0.1
4,H,VP,Convolvulus arvensis,SB20102,NW,0.001,p/a,1
4,H,VP,Convolvulus arvensis,SB20102,NW,0.01,p/a,1
4,H,VP,Convolvulus arvensis,SB20102,NW,0.1,p/a,1
4,H,VP,Convolvulus arvensis,SB20102,NW,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20102,NW,10,cover,0.5
4,H,VP,Convolvulus arvensis,SB20102,SE,0.1,p/a,1
4,H,VP,Convolvulus arvensis,SB20102,SE,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20102,SE,10,cover,0.3
4,H,VP,Convolvulus arvensis,SB20102,x,100,cover,0.4
4,H,VP,Convolvulus arvensis,SB20103,NW,10,cover,0.01
4,H,VP,Convolvulus arvensis,SB20103,SE,0.1,p/a,1
4,H,VP,Convolvulus arvensis,SB20103,SE,1,p/a,1
4,H,VP,Convolvulus arvensis,SB20103,SE,10,cover,0.2
4,H,VP,Convolvulus arvensis,SB20103,x,100,cover,0.105
4,H,VP,Convolvulus arvensis,SB20160,NW,10,cover,0.01
4,H,VP,Convolvulus arvensis,SB20160,SE,10,cover,0.01
4,H,VP,Convolvulus arvensis,SB20160,x,100,cover,0.01
4,H,VP,Convolvulus lineatus,SB20150,NW,0.01,p/a,1
4,H,VP,Convolvulus lineatus,SB20150,NW,0.1,p/a,1
4,H,VP,Convolvulus lineatus,SB20150,NW,1,p/a,1
4,H,VP,Convolvulus lineatus,SB20150,NW,10,cover,0.2
4,H,VP,Convolvulus lineatus,SB20150,x,100,cover,0.1
4,H,VP,Convolvulus lineatus,SB20160,NW,1,p/a,1
4,H,VP,Convolvulus lineatus,SB20160,NW,10,cover,1
4,H,VP,Convolvulus lineatus,SB20160,SE,1,p/a,1
4,H,VP,Convolvulus lineatus,SB20160,SE,10,cover,0.5
4,H,VP,Convolvulus lineatus,SB20160,x,100,cover,0.75
4,H,VP,Convolvulus lineatus,SB20169,NE,1,p/a,1
4,H,VP,Convolvulus lineatus,SB20169,NE,10,cover,0.5
4,H,VP,Convolvulus lineatus,SB20169,SW,0.01,p/a,1
4,H,VP,Convolvulus lineatus,SB20169,SW,0.1,p/a,1
4,H,VP,Convolvulus lineatus,SB20169,SW,1,p/a,1
4,H,VP,Convolvulus lineatus,SB20169,SW,10,cover,2
4,H,VP,Convolvulus lineatus,SB20169,x,100,cover,1.25
4,H,VP,Cota tinctoria,SB20100,x,100,cover,0.1
4,H,VP,Crataegus monogyna,SB20101,NE,1,p/a,1
4,H,VP,Crataegus monogyna,SB20101,NE,10,cover,0.001
4,H,VP,Crataegus monogyna,SB20101,SW,10,cover,0.01
4,H,VP,Crataegus monogyna,SB20101,x,100,cover,0.0055
4,H,VP,Crataegus monogyna,SB20102,NW,10,cover,0.05
4,H,VP,Crataegus monogyna,SB20102,x,100,cover,0.025
4,H,VP,Crataegus monogyna,SB20104,x,100,cover,0.1
4,H,VP,Crataegus monogyna,SB20160,SE,1,p/a,1
4,H,VP,Crataegus monogyna,SB20160,SE,10,cover,0.5
4,H,VP,Crataegus monogyna,SB20160,x,100,cover,0.25
4,H,VP,Crataegus monogyna,SB20169,x,100,cover,0.1
4,H,VP,Crepis ramosissima,SB20063,NW,10,cover,0.1
4,H,VP,Crepis ramosissima,SB20063,SE,0.1,p/a,1
4,H,VP,Crepis ramosissima,SB20063,SE,1,p/a,1
4,H,VP,Crepis ramosissima,SB20063,SE,10,cover,0.1
4,H,VP,Crepis ramosissima,SB20063,x,100,cover,0.1
4,H,VP,Crepis ramosissima,SB20077,NW,10,cover,0.01
4,H,VP,Crepis ramosissima,SB20077,x,100,cover,0.005
4,H,VP,Crepis ramosissima,SB20081,NW,10,cover,0.001
4,H,VP,Crepis ramosissima,SB20081,x,100,cover,5e-4
4,H,VP,Crepis ramosissima,SB20101,SW,0.1,p/a,1
4,H,VP,Crepis ramosissima,SB20101,SW,1,p/a,1
4,H,VP,Crepis ramosissima,SB20101,SW,10,cover,0.01
4,H,VP,Crepis ramosissima,SB20101,x,100,cover,0.005
4,H,VP,Crepis ramosissima,SB20102,x,100,cover,0.001
4,H,VP,Crepis sancta subsp. nemausensis,SB20033,NE,10,cover,0.001
4,H,VP,Crepis sancta subsp. nemausensis,SB20033,x,100,cover,5e-4
4,H,VP,Crepis sancta subsp. nemausensis,SB20062,NW,10,cover,0.001
