series,species,subplot,scale,response,value,Disturbance.Frequency,Disturbance.Severity
SB20172,lamium amplexicaule,NW,1,p/a,1,1.64432,0.82332
SB20172,lamium amplexicaule,NW,10,cover,0.1,1.64432,0.82332
SB20172,lamium amplexicaule,x,100,cover,0.05,1.64432,0.82332
BS19023,linaria genistifolia,NW,10,cover,0.1,0.80973,0.50444
BS19023,linaria genistifolia,SE,1,p/a,1,0.80973,0.50444
BS19023,linaria genistifolia,SE,10,cover,0.1,0.80973,0.50444
BS19023,linaria genistifolia,x,100,cover,0.1,0.80973,0.50444
BS19031,linaria genistifolia,x,100,cover,0.1,0.80973,0.50444
BS19048,linaria genistifolia,x,100,cover,0.1,0.80973,0.50444
SB20152,linaria genistifolia,NW,10,cover,0.1,0.80973,0.50444
SB20152,linaria genistifolia,SE,0.01,p/a,1,0.80973,0.50444
SB20152,linaria genistifolia,SE,0.1,p/a,1,0.80973,0.50444
SB20152,linaria genistifolia,SE,1,p/a,1,0.80973,0.50444
SB20152,linaria genistifolia,SE,10,cover,0.2,0.80973,0.50444
SB20152,linaria genistifolia,x,100,cover,0.15,0.80973,0.50444
SB20172,linaria genistifolia,NW,0.001,p/a,1,0.80973,0.50444
SB20172,linaria genistifolia,NW,0.01,p/a,1,0.80973,0.50444
SB20172,linaria genistifolia,NW,0.1,p/a,1,0.80973,0.50444
SB20172,linaria genistifolia,NW,1,p/a,1,0.80973,0.50444
SB20172,linaria genistifolia,NW,10,cover,0.3,0.80973,0.50444
SB20172,linaria genistifolia,SE,10,cover,0.1,0.80973,0.50444
SB20172,linaria genistifolia,x,100,cover,0.2,0.80973,0.50444
SB20178,linaria genistifolia,NW,0.1,p/a,1,0.80973,0.50444
SB20178,linaria genistifolia,NW,1,p/a,1,0.80973,0.50444
SB20178,linaria genistifolia,NW,10,cover,0.5,0.80973,0.50444
SB20178,linaria genistifolia,SE,10,cover,0.2,0.80973,0.50444
SB20178,linaria genistifolia,x,100,cover,0.35,0.80973,0.50444
BS19005,scabiosa argentea,NW,0.1,p/a,1,1.37998,0.49491
BS19005,scabiosa argentea,NW,1,p/a,1,1.37998,0.49491
BS19005,scabiosa argentea,NW,10,cover,0.5,1.37998,0.49491
BS19005,scabiosa argentea,SE,0.1,p/a,1,1.37998,0.49491
BS19005,scabiosa argentea,SE,1,p/a,1,1.37998,0.49491
BS19005,scabiosa argentea,SE,10,cover,2,1.37998,0.49491
BS19005,scabiosa argentea,x,100,cover,1.25,1.37998,0.49491
BS19013,scabiosa argentea,NW,10,cover,0.5,1.37998,0.49491
BS19013,scabiosa argentea,SE,10,cover,0.3,1.37998,0.49491
BS19013,scabiosa argentea,x,100,cover,0.4,1.37998,0.49491
SB20152,scabiosa argentea,NW,10,cover,0.1,1.37998,0.49491
SB20152,scabiosa argentea,SE,1,p/a,1,1.37998,0.49491
SB20152,scabiosa argentea,SE,10,cover,1,1.37998,0.49491
SB20152,scabiosa argentea,x,100,cover,0.55,1.37998,0.49491
SB20172,scabiosa argentea,NW,10,cover,0.5,1.37998,0.49491
SB20172,scabiosa argentea,SE,0.1,p/a,1,1.37998,0.49491
SB20172,scabiosa argentea,SE,1,p/a,1,1.37998,0.49491
SB20172,scabiosa argentea,SE,10,cover,0.001,1.37998,0.49491
SB20172,scabiosa argentea,x,100,cover,0.2505,1.37998,0.49491
SB20172,medicago falcata,NW,10,cover,0.2,1.31641,0.51975
SB20172,medicago falcata,x,100,cover,0.1,1.31641,0.51975
BS19031,mollugo cerviana,SE,1,p/a,1,NA,NA
BS19031,mollugo cerviana,SE,10,cover,0.01,NA,NA
BS19031,mollugo cerviana,x,100,cover,0.005,NA,NA
SB20172,myosotis stricta,NW,0.1,p/a,1,1.51462,0.59976
SB20172,myosotis stricta,NW,1,p/a,1,1.51462,0.59976
SB20172,myosotis stricta,NW,10,cover,0.01,1.51462,0.59976
SB20172,myosotis stricta,x,100,cover,0.005,1.51462,0.59976
BS19005,alyssum tortuosum,SE,10,cover,0.1,1.57218,0.45553
BS19005,alyssum tortuosum,x,100,cover,0.05,1.57218,0.45553
BS19031,alyssum tortuosum,NW,10,cover,0.5,1.57218,0.45553
BS19031,alyssum tortuosum,SE,0.1,p/a,1,1.57218,0.45553
BS19031,alyssum tortuosum,SE,1,p/a,1,1.57218,0.45553
BS19031,alyssum tortuosum,SE,10,cover,23,1.57218,0.45553
BS19031,alyssum tortuosum,x,100,cover,11.75,1.57218,0.45553
SB20152,alyssum tortuosum,NW,1,p/a,1,1.57218,0.45553
SB20152,alyssum tortuosum,NW,10,cover,2,1.57218,0.45553
SB20152,alyssum tortuosum,SE,10,cover,0.1,1.57218,0.45553
SB20152,alyssum tortuosum,x,100,cover,1.05,1.57218,0.45553
SB20178,alyssum tortuosum,NW,10,cover,0.1,1.57218,0.45553
SB20178,alyssum tortuosum,x,100,cover,0.05,1.57218,0.45553
BS19013,onobrychis arenaria,x,100,cover,0.1,1.50373,0.49401
BS19013,phleum phleoides,NW,1,p/a,1,1.0275,0.502
BS19013,phleum phleoides,NW,10,cover,3,1.0275,0.502
BS19013,phleum phleoides,SE,10,cover,1,1.0275,0.502
BS19013,phleum phleoides,x,100,cover,2,1.0275,0.502
SB20172,phleum phleoides,NW,0.1,p/a,1,1.0275,0.502
SB20172,phleum phleoides,NW,1,p/a,1,1.0275,0.502
SB20172,phleum phleoides,NW,10,cover,12,1.0275,0.502
SB20172,phleum phleoides,SE,1,p/a,1,1.0275,0.502
SB20172,phleum phleoides,SE,10,cover,4,1.0275,0.502
SB20172,phleum phleoides,x,100,cover,8,1.0275,0.502
BS19005,pilosella echioides,SE,0.1,p/a,1,1.38846,0.46779
BS19005,pilosella echioides,SE,1,p/a,1,1.38846,0.46779
BS19005,pilosella echioides,SE,10,cover,0.3,1.38846,0.46779
BS19005,pilosella echioides,x,100,cover,0.15,1.38846,0.46779
BS19013,pilosella echioides,SE,1,p/a,1,1.38846,0.46779
BS19013,pilosella echioides,SE,10,cover,0.5,1.38846,0.46779
BS19013,pilosella echioides,x,100,cover,0.25,1.38846,0.46779
SB20172,pilosella echioides,SE,1,p/a,1,1.38846,0.46779
SB20172,pilosella echioides,SE,10,cover,0.2,1.38846,0.46779
SB20172,pilosella echioides,x,100,cover,0.1,1.38846,0.46779
SB20178,pilosella echioides,SE,0.1,p/a,1,1.38846,0.46779
SB20178,pilosella echioides,SE,1,p/a,1,1.38846,0.46779
SB20178,pilosella echioides,SE,10,cover,0.3,1.38846,0.46779
SB20178,pilosella echioides,x,100,cover,0.15,1.38846,0.46779
BS19032,pilosella officinarum,NW,0.1,p/a,1,0.87434,0.49844
BS19032,pilosella officinarum,NW,10,cover,0.5,0.87434,0.49844
BS19032,pilosella officinarum,x,100,cover,0.25,0.87434,0.49844
SB20172,pilosella officinarum,x,100,cover,0.1,0.87434,0.49844
BS19013,plantago indica,NW,0.1,p/a,1,1.40685,0.58325
BS19013,plantago indica,NW,1,p/a,1,1.40685,0.58325
BS19013,plantago indica,NW,10,cover,4,1.40685,0.58325
BS19013,plantago indica,SE,1,p/a,1,1.40685,0.58325
BS19013,plantago indica,SE,10,cover,5,1.40685,0.58325
BS19013,plantago indica,x,100,cover,4.5,1.40685,0.58325
BS19023,plantago indica,NW,10,cover,0.5,1.40685,0.58325
BS19023,plantago indica,SE,1,p/a,1,1.40685,0.58325
BS19023,plantago indica,SE,10,cover,0.5,1.40685,0.58325
BS19023,plantago indica,x,100,cover,0.5,1.40685,0.58325
BS19031,plantago indica,NW,1,p/a,1,1.40685,0.58325
BS19031,plantago indica,NW,10,cover,0.5,1.40685,0.58325
BS19031,plantago indica,SE,0.1,p/a,1,1.40685,0.58325
BS19031,plantago indica,SE,1,p/a,1,1.40685,0.58325
BS19031,plantago indica,SE,10,cover,0.7,1.40685,0.58325
BS19031,plantago indica,x,100,cover,0.6,1.40685,0.58325
SB20152,plantago indica,NW,10,cover,1,1.40685,0.58325
SB20152,plantago indica,SE,0.01,p/a,1,1.40685,0.58325
SB20152,plantago indica,SE,0.1,p/a,1,1.40685,0.58325
SB20152,plantago indica,SE,1,p/a,1,1.40685,0.58325
SB20152,plantago indica,SE,10,cover,15,1.40685,0.58325
SB20152,plantago indica,x,100,cover,8,1.40685,0.58325
BS19005,poa angustifolia,NW,1,p/a,1,1.11642,0.52904
BS19005,poa angustifolia,NW,10,cover,1,1.11642,0.52904
BS19005,poa angustifolia,SE,10,cover,1,1.11642,0.52904
BS19005,poa angustifolia,x,100,cover,1,1.11642,0.52904
BS19013,poa angustifolia,SE,0.1,p/a,1,1.11642,0.52904
BS19013,poa angustifolia,SE,1,p/a,1,1.11642,0.52904
BS19013,poa angustifolia,SE,10,cover,1,1.11642,0.52904
BS19013,poa angustifolia,x,100,cover,0.5,1.11642,0.52904
BS19023,poa angustifolia,SE,10,cover,0.5,1.11642,0.52904
BS19023,poa angustifolia,x,100,cover,0.25,1.11642,0.52904
BS19032,poa angustifolia,NW,10,cover,0.1,1.11642,0.52904
BS19032,poa angustifolia,x,100,cover,0.05,1.11642,0.52904
SB20172,poa angustifolia,NW,10,cover,1,1.11642,0.52904
SB20172,poa angustifolia,SE,10,cover,0.1,1.11642,0.52904
SB20172,poa angustifolia,x,100,cover,0.55,1.11642,0.52904
BS19005,poa bulbosa,NW,1,p/a,1,0.94204,0.55981
BS19005,poa bulbosa,NW,10,cover,3,0.94204,0.55981
BS19005,poa bulbosa,SE,1,p/a,1,0.94204,0.55981
BS19005,poa bulbosa,SE,10,cover,1,0.94204,0.55981
BS19005,poa bulbosa,x,100,cover,2,0.94204,0.55981
BS19013,poa bulbosa,NW,10,cover,2,0.94204,0.55981
BS19013,poa bulbosa,SE,10,cover,2,0.94204,0.55981
BS19013,poa bulbosa,x,100,cover,2,0.94204,0.55981
BS19023,poa bulbosa,NW,0.01,p/a,1,0.94204,0.55981
BS19023,poa bulbosa,NW,0.1,p/a,1,0.94204,0.55981
BS19023,poa bulbosa,NW,1,p/a,1,0.94204,0.55981
BS19023,poa bulbosa,NW,10,cover,2,0.94204,0.55981
BS19023,poa bulbosa,SE,0.1,p/a,1,0.94204,0.55981
BS19023,poa bulbosa,SE,1,p/a,1,0.94204,0.55981
BS19023,poa bulbosa,SE,10,cover,5,0.94204,0.55981
BS19023,poa bulbosa,x,100,cover,3.5,0.94204,0.55981
BS19031,poa bulbosa,NW,10,cover,0.3,0.94204,0.55981
BS19031,poa bulbosa,SE,10,cover,0.5,0.94204,0.55981
BS19031,poa bulbosa,x,100,cover,0.4,0.94204,0.55981
BS19032,poa bulbosa,NW,0.01,p/a,1,0.94204,0.55981
BS19032,poa bulbosa,NW,0.1,p/a,1,0.94204,0.55981
BS19032,poa bulbosa,NW,1,p/a,1,0.94204,0.55981
BS19032,poa bulbosa,NW,10,cover,10,0.94204,0.55981
BS19032,poa bulbosa,SE,0.01,p/a,1,0.94204,0.55981
BS19032,poa bulbosa,SE,0.1,p/a,1,0.94204,0.55981
BS19032,poa bulbosa,SE,1,p/a,1,0.94204,0.55981
BS19032,poa bulbosa,SE,10,cover,3,0.94204,0.55981
BS19032,poa bulbosa,x,100,cover,6.5,0.94204,0.55981
SB20152,poa bulbosa,NW,10,cover,1,0.94204,0.55981
SB20152,poa bulbosa,SE,0.01,p/a,1,0.94204,0.55981
SB20152,poa bulbosa,SE,0.1,p/a,1,0.94204,0.55981
SB20152,poa bulbosa,SE,1,p/a,1,0.94204,0.55981
SB20152,poa bulbosa,SE,10,cover,2,0.94204,0.55981
SB20152,poa bulbosa,x,100,cover,1.5,0.94204,0.55981
SB20172,poa bulbosa,SE,10,cover,1,0.94204,0.55981
SB20172,poa bulbosa,x,100,cover,0.5,0.94204,0.55981
SB20178,poa bulbosa,NW,10,cover,0.5,0.94204,0.55981
SB20178,poa bulbosa,SE,1,p/a,1,0.94204,0.55981
SB20178,poa bulbosa,SE,10,cover,0.5,0.94204,0.55981
SB20178,poa bulbosa,x,100,cover,0.5,0.94204,0.55981
BS19005,poa compressa,SE,1e-4,p/a,1,0.9391,0.5898
BS19005,poa compressa,SE,0.001,p/a,1,0.9391,0.5898
BS19005,poa compressa,SE,0.01,p/a,1,0.9391,0.5898
BS19005,poa compressa,SE,0.1,p/a,1,0.9391,0.5898
BS19005,poa compressa,SE,1,p/a,1,0.9391,0.5898
BS19005,poa compressa,SE,10,cover,5,0.9391,0.5898
BS19005,poa compressa,x,100,cover,2.5,0.9391,0.5898
BS19048,poa compressa,x,100,cover,0.1,0.9391,0.5898
SB20152,polycnemum arvense,NW,10,cover,0.3,1.59986,0.64941
SB20152,polycnemum arvense,x,100,cover,0.15,1.59986,0.64941
BS19023,polygonum patulum,NW,1,p/a,1,1.5998000000000001,0.61074
BS19023,polygonum patulum,NW,10,cover,0.2,1.5998000000000001,0.61074
BS19023,polygonum patulum,SE,0.1,p/a,1,1.5998000000000001,0.61074
BS19023,polygonum patulum,SE,1,p/a,1,1.5998000000000001,0.61074
BS19023,polygonum patulum,SE,10,cover,0.1,1.5998000000000001,0.61074
BS19023,polygonum patulum,x,100,cover,0.15,1.5998000000000001,0.61074
BS19032,polygonum patulum,NW,1,p/a,1,1.5998000000000001,0.61074
BS19032,polygonum patulum,NW,10,cover,0.1,1.5998000000000001,0.61074
BS19032,polygonum patulum,SE,1,p/a,1,1.5998000000000001,0.61074
BS19032,polygonum patulum,SE,10,cover,0.2,1.5998000000000001,0.61074
BS19032,polygonum patulum,x,100,cover,0.15,1.5998000000000001,0.61074
SB20152,portulaca oleracea,NW,10,cover,0.1,1.78764,0.82713
SB20152,portulaca oleracea,x,100,cover,0.05,1.78764,0.82713
BS19005,potentilla argentea,NW,0.01,p/a,1,1.29532,0.53557
BS19005,potentilla argentea,NW,0.1,p/a,1,1.29532,0.53557
BS19005,potentilla argentea,NW,1,p/a,1,1.29532,0.53557
BS19005,potentilla argentea,NW,10,cover,6,1.29532,0.53557
BS19005,potentilla argentea,SE,0.01,p/a,1,1.29532,0.53557
BS19005,potentilla argentea,SE,0.1,p/a,1,1.29532,0.53557
BS19005,potentilla argentea,SE,1,p/a,1,1.29532,0.53557
BS19005,potentilla argentea,SE,10,cover,0.7,1.29532,0.53557
BS19005,potentilla argentea,x,100,cover,3.35,1.29532,0.53557
BS19013,potentilla argentea,NW,10,cover,0.5,1.29532,0.53557
BS19013,potentilla argentea,x,100,cover,0.25,1.29532,0.53557
BS19032,potentilla argentea,SE,10,cover,0.2,1.29532,0.53557
BS19032,potentilla argentea,x,100,cover,0.1,1.29532,0.53557
SB20172,potentilla argentea,x,100,cover,0.1,1.29532,0.53557
SB20172,potentilla incana,SE,0.1,p/a,1,1.25234,0.43718
SB20172,potentilla incana,SE,1,p/a,1,1.25234,0.43718
SB20172,potentilla incana,SE,10,cover,3,1.25234,0.43718
SB20172,potentilla incana,x,100,cover,1.5,1.25234,0.43718
BS19013,potentilla recta,NW,0.1,p/a,1,1.0745,0.53927
BS19013,potentilla recta,NW,1,p/a,1,1.0745,0.53927
BS19013,potentilla recta,NW,10,cover,0.1,1.0745,0.53927
BS19013,potentilla recta,SE,1,p/a,1,1.0745,0.53927
BS19013,potentilla recta,SE,10,cover,1,1.0745,0.53927
BS19013,potentilla recta,x,100,cover,0.55,1.0745,0.53927
SB20172,anemone pratensis,NW,0.1,p/a,1,0.88859,0.47955
SB20172,anemone pratensis,NW,1,p/a,1,0.88859,0.47955
SB20172,anemone pratensis,NW,10,cover,10,0.88859,0.47955
SB20172,anemone pratensis,SE,0.001,p/a,1,0.88859,0.47955
SB20172,anemone pratensis,SE,0.01,p/a,1,0.88859,0.47955
SB20172,anemone pratensis,SE,0.1,p/a,1,0.88859,0.47955
SB20172,anemone pratensis,SE,1,p/a,1,0.88859,0.47955
SB20172,anemone pratensis,SE,10,cover,2,0.88859,0.47955
SB20172,anemone pratensis,x,100,cover,6,0.88859,0.47955
BS19005,rumex acetosella,NW,1,p/a,1,0.89651,0.55827
BS19005,rumex acetosella,NW,10,cover,0.7,0.89651,0.55827
BS19005,rumex acetosella,SE,0.1,p/a,1,0.89651,0.55827
BS19005,rumex acetosella,SE,1,p/a,1,0.89651,0.55827
BS19005,rumex acetosella,SE,10,cover,1,0.89651,0.55827
BS19005,rumex acetosella,x,100,cover,0.85,0.89651,0.55827
BS19013,rumex acetosella,NW,0.1,p/a,1,0.89651,0.55827
BS19013,rumex acetosella,NW,1,p/a,1,0.89651,0.55827
BS19013,rumex acetosella,NW,10,cover,3,0.89651,0.55827
BS19013,rumex acetosella,SE,0.01,p/a,1,0.89651,0.55827
BS19013,rumex acetosella,SE,0.1,p/a,1,0.89651,0.55827
BS19013,rumex acetosella,SE,1,p/a,1,0.89651,0.55827
BS19013,rumex acetosella,SE,10,cover,0.5,0.89651,0.55827
BS19013,rumex acetosella,x,100,cover,1.75,0.89651,0.55827
BS19023,rumex acetosella,SE,10,cover,0.1,0.89651,0.55827
BS19023,rumex acetosella,x,100,cover,0.05,0.89651,0.55827
SB20172,rumex acetosella,NW,1,p/a,1,0.89651,0.55827
SB20172,rumex acetosella,NW,10,cover,0.5,0.89651,0.55827
SB20172,rumex acetosella,SE,0.1,p/a,1,0.89651,0.55827
SB20172,rumex acetosella,SE,1,p/a,1,0.89651,0.55827
SB20172,rumex acetosella,SE,10,cover,2,0.89651,0.55827
SB20172,rumex acetosella,x,100,cover,1.25,0.89651,0.55827
SB20178,rumex acetosella,NW,10,cover,0.2,0.89651,0.55827
SB20178,rumex acetosella,x,100,cover,0.1,0.89651,0.55827
SB20152,salsola kali,SE,10,cover,0.1,2.00281,0.61599
SB20152,salsola kali,x,100,cover,0.05,2.00281,0.61599
BS19023,secale sylvestre,x,100,cover,0.1,1.42456,0.43769
BS19032,secale sylvestre,NW,10,cover,0.1,1.42456,0.43769
BS19032,secale sylvestre,x,100,cover,0.05,1.42456,0.43769
BS19048,secale sylvestre,SE,10,cover,0.5,1.42456,0.43769
BS19048,secale sylvestre,x,100,cover,0.25,1.42456,0.43769
SB20152,secale sylvestre,NW,1e-4,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,NW,0.001,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,NW,0.01,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,NW,0.1,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,NW,1,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,NW,10,cover,20,1.42456,0.43769
SB20152,secale sylvestre,SE,0.001,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,SE,0.01,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,SE,0.1,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,SE,1,p/a,1,1.42456,0.43769
SB20152,secale sylvestre,SE,10,cover,35,1.42456,0.43769
SB20152,secale sylvestre,x,100,cover,27.5,1.42456,0.43769
SB20178,secale sylvestre,NW,0.01,p/a,1,1.42456,0.43769
SB20178,secale sylvestre,NW,0.1,p/a,1,1.42456,0.43769
SB20178,secale sylvestre,NW,1,p/a,1,1.42456,0.43769
SB20178,secale sylvestre,NW,10,cover,0.2,1.42456,0.43769
SB20178,secale sylvestre,SE,1,p/a,1,1.42456,0.43769
SB20178,secale sylvestre,SE,10,cover,1,1.42456,0.43769
SB20178,secale sylvestre,x,100,cover,0.6,1.42456,0.43769
BS19005,securigera varia,NW,10,cover,0.7,0.80224,0.53589
BS19005,securigera varia,SE,0.001,p/a,1,0.80224,0.53589
BS19005,securigera varia,SE,0.01,p/a,1,0.80224,0.53589
BS19005,securigera varia,SE,0.1,p/a,1,0.80224,0.53589
BS19005,securigera varia,SE,1,p/a,1,0.80224,0.53589
BS19005,securigera varia,SE,10,cover,1,0.80224,0.53589
BS19005,securigera varia,x,100,cover,0.85,0.80224,0.53589
SB20172,securigera varia,x,100,cover,0.1,0.80224,0.53589
BS19013,senecio leucanthemifolius,NW,10,cover,0.1,1.20179,0.57114
BS19013,senecio leucanthemifolius,SE,10,cover,0.1,1.20179,0.57114
BS19013,senecio leucanthemifolius,x,100,cover,0.1,1.20179,0.57114
BS19031,senecio leucanthemifolius,NW,10,cover,0.01,1.20179,0.57114
BS19031,senecio leucanthemifolius,x,100,cover,0.005,1.20179,0.57114
SB20172,senecio leucanthemifolius,NW,0.1,p/a,1,1.20179,0.57114
SB20172,senecio leucanthemifolius,NW,1,p/a,1,1.20179,0.57114
SB20172,senecio leucanthemifolius,NW,10,cover,0.1,1.20179,0.57114
SB20172,senecio leucanthemifolius,x,100,cover,0.05,1.20179,0.57114
BS19005,seseli tortuosum,NW,0.1,p/a,1,1.56372,0.52157
BS19005,seseli tortuosum,NW,1,p/a,1,1.56372,0.52157
BS19005,seseli tortuosum,NW,10,cover,0.2,1.56372,0.52157
BS19005,seseli tortuosum,SE,1,p/a,1,1.56372,0.52157
BS19005,seseli tortuosum,SE,10,cover,0.7,1.56372,0.52157
BS19005,seseli tortuosum,x,100,cover,0.45,1.56372,0.52157
BS19023,seseli tortuosum,NW,10,cover,0.7,1.56372,0.52157
BS19023,seseli tortuosum,SE,1,p/a,1,1.56372,0.52157
BS19023,seseli tortuosum,SE,10,cover,0.3,1.56372,0.52157
BS19023,seseli tortuosum,x,100,cover,0.5,1.56372,0.52157
SB20172,seseli tortuosum,SE,1,p/a,1,1.56372,0.52157
SB20172,seseli tortuosum,SE,10,cover,0.5,1.56372,0.52157
SB20172,seseli tortuosum,x,100,cover,0.25,1.56372,0.52157
BS19023,setaria viridis,NW,10,cover,0.1,1.71292,0.8122
BS19023,setaria viridis,x,100,cover,0.05,1.71292,0.8122
SB20152,setaria viridis,SE,10,cover,0.1,1.71292,0.8122
SB20152,setaria viridis,x,100,cover,0.05,1.71292,0.8122
BS19023,silene borysthenica,NW,10,cover,4,1.37863,0.43093
BS19023,silene borysthenica,SE,10,cover,0.5,1.37863,0.43093
BS19023,silene borysthenica,x,100,cover,2.25,1.37863,0.43093
BS19031,silene borysthenica,NW,10,cover,0.3,1.37863,0.43093
BS19031,silene borysthenica,SE,0.1,p/a,1,1.37863,0.43093
BS19031,silene borysthenica,SE,1,p/a,1,1.37863,0.43093
BS19031,silene borysthenica,SE,10,cover,2,1.37863,0.43093
BS19031,silene borysthenica,x,100,cover,1.15,1.37863,0.43093
BS19032,silene borysthenica,NW,0.1,p/a,1,1.37863,0.43093
BS19032,silene borysthenica,NW,10,cover,1,1.37863,0.43093
BS19032,silene borysthenica,x,100,cover,0.5,1.37863,0.43093
BS19048,silene borysthenica,NW,10,cover,1,1.37863,0.43093
BS19048,silene borysthenica,SE,1,p/a,1,1.37863,0.43093
BS19048,silene borysthenica,SE,10,cover,0.3,1.37863,0.43093
BS19048,silene borysthenica,x,100,cover,0.65,1.37863,0.43093
SB20152,silene borysthenica,NW,0.1,p/a,1,1.37863,0.43093
SB20152,silene borysthenica,NW,1,p/a,1,1.37863,0.43093
SB20152,silene borysthenica,NW,10,cover,2,1.37863,0.43093
SB20152,silene borysthenica,SE,10,cover,0.5,1.37863,0.43093
SB20152,silene borysthenica,x,100,cover,1.25,1.37863,0.43093
SB20178,silene borysthenica,NW,10,cover,0.5,1.37863,0.43093
SB20178,silene borysthenica,SE,0.1,p/a,1,1.37863,0.43093
SB20178,silene borysthenica,SE,1,p/a,1,1.37863,0.43093
SB20178,silene borysthenica,SE,10,cover,1.5,1.37863,0.43093
SB20178,silene borysthenica,x,100,cover,1,1.37863,0.43093
SB20172,silene bupleuroides,x,100,cover,0.1,1.34881,0.46434
BS19023,sisymbrium polymorphum,NW,0.1,p/a,1,1.72689,0.52736
BS19023,sisymbrium polymorphum,NW,1,p/a,1,1.72689,0.52736
BS19023,sisymbrium polymorphum,NW,10,cover,0.6,1.72689,0.52736
BS19023,sisymbrium polymorphum,SE,10,cover,0.2,1.72689,0.52736
BS19023,sisymbrium polymorphum,x,100,cover,0.4,1.72689,0.52736
SB20172,sisymbrium polymorphum,NW,10,cover,0.2,1.72689,0.52736
SB20172,sisymbrium polymorphum,x,100,cover,0.1,1.72689,0.52736
SB20172,stachys recta,NW,1,p/a,1,0.72703,0.50213
SB20172,stachys recta,NW,10,cover,0.3,0.72703,0.50213
SB20172,stachys recta,SE,10,cover,0.5,0.72703,0.50213
SB20172,stachys recta,x,100,cover,0.4,0.72703,0.50213
BS19005,stipa pennata,NW,1e-4,p/a,1,1.26891,0.47228
BS19005,stipa pennata,NW,0.001,p/a,1,1.26891,0.47228
BS19005,stipa pennata,NW,0.01,p/a,1,1.26891,0.47228
BS19005,stipa pennata,NW,0.1,p/a,1,1.26891,0.47228
BS19005,stipa pennata,NW,1,p/a,1,1.26891,0.47228
BS19005,stipa pennata,NW,10,cover,60,1.26891,0.47228
BS19005,stipa pennata,SE,1e-4,p/a,1,1.26891,0.47228
BS19005,stipa pennata,SE,0.001,p/a,1,1.26891,0.47228
BS19005,stipa pennata,SE,0.01,p/a,1,1.26891,0.47228
BS19005,stipa pennata,SE,0.1,p/a,1,1.26891,0.47228
BS19005,stipa pennata,SE,1,p/a,1,1.26891,0.47228
BS19005,stipa pennata,SE,10,cover,40,1.26891,0.47228
BS19005,stipa pennata,x,100,cover,50,1.26891,0.47228
BS19013,stipa pennata,NW,1e-4,p/a,1,1.26891,0.47228
BS19013,stipa pennata,NW,0.001,p/a,1,1.26891,0.47228
BS19013,stipa pennata,NW,0.01,p/a,1,1.26891,0.47228
BS19013,stipa pennata,NW,0.1,p/a,1,1.26891,0.47228
BS19013,stipa pennata,NW,1,p/a,1,1.26891,0.47228
BS19013,stipa pennata,NW,10,cover,40,1.26891,0.47228
BS19013,stipa pennata,SE,1e-4,p/a,1,1.26891,0.47228
BS19013,stipa pennata,SE,0.001,p/a,1,1.26891,0.47228
BS19013,stipa pennata,SE,0.01,p/a,1,1.26891,0.47228
BS19013,stipa pennata,SE,0.1,p/a,1,1.26891,0.47228
BS19013,stipa pennata,SE,1,p/a,1,1.26891,0.47228
BS19013,stipa pennata,SE,10,cover,40,1.26891,0.47228
BS19013,stipa pennata,x,100,cover,40,1.26891,0.47228
SB20152,stipa pennata,NW,10,cover,5,1.26891,0.47228
SB20152,stipa pennata,SE,1,p/a,1,1.26891,0.47228
SB20152,stipa pennata,SE,10,cover,1,1.26891,0.47228
SB20152,stipa pennata,x,100,cover,3,1.26891,0.47228
SB20172,stipa pennata,NW,1e-4,p/a,1,1.26891,0.47228
SB20172,stipa pennata,NW,0.001,p/a,1,1.26891,0.47228
SB20172,stipa pennata,NW,0.01,p/a,1,1.26891,0.47228
SB20172,stipa pennata,NW,0.1,p/a,1,1.26891,0.47228
SB20172,stipa pennata,NW,1,p/a,1,1.26891,0.47228
SB20172,stipa pennata,NW,10,cover,40,1.26891,0.47228
SB20172,stipa pennata,SE,0.01,p/a,1,1.26891,0.47228
SB20172,stipa pennata,SE,0.1,p/a,1,1.26891,0.47228
SB20172,stipa pennata,SE,1,p/a,1,1.26891,0.47228
SB20172,stipa pennata,SE,10,cover,40,1.26891,0.47228
SB20172,stipa pennata,x,100,cover,40,1.26891,0.47228
BS19013,teucrium chamaedrys,x,100,cover,0.1,0.46417,0.55327
SB20172,teucrium chamaedrys,x,100,cover,0.1,0.46417,0.55327
BS19013,teucrium polium,x,100,cover,0.1,0.78118,0.55511
SB20172,thalictrum minus,NW,1,p/a,1,0.7279,0.51499
SB20172,thalictrum minus,NW,10,cover,2,0.7279,0.51499
SB20172,thalictrum minus,x,100,cover,1,0.7279,0.51499
SB20172,thesium arvense,SE,10,cover,0.1,1.81831,0.46538
SB20172,thesium arvense,x,100,cover,0.05,1.81831,0.46538
BS19013,thesium arvense,SE,1,p/a,1,1.81831,0.46538
BS19013,thesium arvense,SE,10,cover,0.1,1.81831,0.46538
BS19013,thesium arvense,x,100,cover,0.05,1.81831,0.46538
