series,species,subplot,scale,response,value
RZ2214,silene bupleuroides,SE,10,cover,0.3
RZ2214,silene bupleuroides,x,100,cover,0.15
RZ2215,silene latifolia,SE,0.1,p/a,1
RZ2215,silene latifolia,SE,1,p/a,1
RZ2215,silene latifolia,SE,10,cover,0.5
RZ2215,silene latifolia,x,100,cover,0.25
RZ2215,silene viscaria,NW,1,p/a,1
RZ2215,silene viscaria,NW,10,cover,0.01
RZ2215,silene viscaria,x,100,cover,0.005
RZ2217,silene viscaria,NW,10,cover,0.5
RZ2217,silene viscaria,SE,1,p/a,1
RZ2217,silene viscaria,SE,10,cover,1
RZ2217,silene viscaria,x,100,cover,0.75
RZ2218,silene viscaria,x,100,cover,0.1
RZ2219,silene viscaria,SE,10,cover,1
RZ2219,silene viscaria,x,100,cover,0.1
RZ2218,silene vulgaris,x,100,cover,0.1
RZ2218,solidago canadensis,x,100,cover,0.1
RZ2218,solidago virgaurea,NW,1,p/a,1
RZ2218,solidago virgaurea,NW,10,cover,3
RZ2218,solidago virgaurea,SE,0.01,p/a,1
RZ2218,solidago virgaurea,SE,0.1,p/a,1
RZ2218,solidago virgaurea,SE,1,p/a,1
RZ2218,solidago virgaurea,SE,10,cover,2
RZ2218,solidago virgaurea,x,100,cover,2.5
RZ2219,solidago virgaurea,NW,0.1,p/a,1
RZ2219,solidago virgaurea,NW,1,p/a,1
RZ2219,solidago virgaurea,NW,10,cover,1
RZ2219,solidago virgaurea,x,100,cover,0.5
RZ2215,stachys recta,x,100,cover,0.1
RZ2216,stachys recta,NW,1,p/a,1
RZ2216,stachys recta,NW,10,cover,1
RZ2216,stachys recta,x,100,cover,0.5
RZ2217,stachys recta,NW,10,cover,1
RZ2217,stachys recta,SE,0.1,p/a,1
RZ2217,stachys recta,SE,1,p/a,1
RZ2217,stachys recta,SE,10,cover,5
RZ2217,stachys recta,x,100,cover,3
RZ2218,stachys recta,x,100,cover,0.1
RZ2218,stellaria graminea,NW,0.1,p/a,1
RZ2218,stellaria graminea,NW,1,p/a,1
RZ2218,stellaria graminea,NW,10,cover,5
RZ2218,stellaria graminea,SE,0.1,p/a,1
RZ2218,stellaria graminea,SE,1,p/a,1
RZ2218,stellaria graminea,SE,10,cover,3
RZ2218,stellaria graminea,x,100,cover,4
RZ2214,stipa pennata,x,100,cover,0.1
RZ2215,stipa pennata,NW,0.1,p/a,1
RZ2215,stipa pennata,NW,1,p/a,1
RZ2215,stipa pennata,NW,10,cover,20
RZ2215,stipa pennata,SE,10,cover,5
RZ2215,stipa pennata,x,100,cover,12.5
RZ2216,stipa pennata,NW,10,cover,1
RZ2216,stipa pennata,x,100,cover,0.5
RZ2214,teucrium chamaedrys,NW,10,cover,0.5
RZ2214,teucrium chamaedrys,SE,10,cover,2
RZ2214,teucrium chamaedrys,x,100,cover,1.25
RZ2215,teucrium chamaedrys,NW,0.1,p/a,1
RZ2215,teucrium chamaedrys,NW,1,p/a,1
RZ2215,teucrium chamaedrys,NW,10,cover,5
RZ2215,teucrium chamaedrys,SE,0.1,p/a,1
RZ2215,teucrium chamaedrys,SE,1,p/a,1
RZ2215,teucrium chamaedrys,SE,10,cover,7
RZ2215,teucrium chamaedrys,x,100,cover,6
RZ2216,teucrium chamaedrys,NW,0.1,p/a,1
RZ2216,teucrium chamaedrys,NW,1,p/a,1
RZ2216,teucrium chamaedrys,NW,10,cover,3
RZ2216,teucrium chamaedrys,SE,10,cover,0.1
RZ2216,teucrium chamaedrys,x,100,cover,1.55
RZ2217,teucrium chamaedrys,NW,10,cover,0.1
RZ2217,teucrium chamaedrys,SE,1,p/a,1
RZ2217,teucrium chamaedrys,SE,10,cover,7
RZ2217,teucrium chamaedrys,x,100,cover,3.55
RZ2218,teucrium chamaedrys,NW,1e-4,p/a,1
RZ2218,teucrium chamaedrys,NW,0.001,p/a,1
RZ2218,teucrium chamaedrys,NW,0.01,p/a,1
RZ2218,teucrium chamaedrys,NW,0.1,p/a,1
RZ2218,teucrium chamaedrys,NW,1,p/a,1
RZ2218,teucrium chamaedrys,NW,10,cover,2
RZ2218,teucrium chamaedrys,SE,10,cover,0.2
RZ2218,teucrium chamaedrys,x,100,cover,1.1
RZ2219,teucrium chamaedrys,NW,0.01,p/a,1
RZ2219,teucrium chamaedrys,NW,0.1,p/a,1
RZ2219,teucrium chamaedrys,NW,1,p/a,1
RZ2219,teucrium chamaedrys,NW,10,cover,3
RZ2219,teucrium chamaedrys,SE,0.1,p/a,1
RZ2219,teucrium chamaedrys,SE,1,p/a,1
RZ2219,teucrium chamaedrys,SE,10,cover,5
RZ2219,teucrium chamaedrys,x,100,cover,4
RZ2219,thalictrum minus,NW,0.1,p/a,1
RZ2219,thalictrum minus,NW,1,p/a,1
RZ2219,thalictrum minus,NW,10,cover,3
RZ2219,thalictrum minus,SE,0.1,p/a,1
RZ2219,thalictrum minus,SE,1,p/a,1
RZ2219,thalictrum minus,SE,10,cover,0.5
RZ2219,thalictrum minus,x,100,cover,1.75
RZ2215,thesium arvense,NW,1,p/a,1
RZ2215,thesium arvense,NW,10,cover,0.1
RZ2215,thesium arvense,x,100,cover,0.05
RZ2218,thesium arvense,SE,10,cover,0.1
RZ2218,thesium arvense,x,100,cover,0.05
RZ2219,thesium arvense,NW,10,cover,1
RZ2219,thesium arvense,SE,10,cover,0.1
RZ2219,thesium arvense,x,100,cover,0.55
RZ2217,thymus pulegioides,NW,1,p/a,1
RZ2217,thymus pulegioides,NW,10,cover,1
RZ2217,thymus pulegioides,SE,1e-4,p/a,1
RZ2217,thymus pulegioides,SE,0.001,p/a,1
RZ2217,thymus pulegioides,SE,0.01,p/a,1
RZ2217,thymus pulegioides,SE,0.1,p/a,1
RZ2217,thymus pulegioides,SE,1,p/a,1
RZ2217,thymus pulegioides,SE,10,cover,20
RZ2217,thymus pulegioides,x,100,cover,10.5
RZ2218,thymus pulegioides,SE,10,cover,0.1
RZ2218,thymus pulegioides,x,100,cover,0.05
RZ2219,thymus pulegioides,SE,10,cover,5
RZ2219,thymus pulegioides,x,100,cover,2.5
RZ2217,torilis japonica,NW,1,p/a,1
RZ2217,torilis japonica,NW,10,cover,0.01
RZ2217,torilis japonica,x,100,cover,0.005
RZ2219,tragopogon dubius,x,100,cover,0.1
RZ2215,trifolium alpestre,x,100,cover,0.1
RZ2218,trifolium alpestre,x,100,cover,0.1
RZ2214,trifolium arvense,SE,1,p/a,1
RZ2214,trifolium arvense,SE,10,cover,0.01
RZ2214,trifolium arvense,x,100,cover,0.005
RZ2219,trifolium arvense,SE,10,cover,0.1
RZ2219,trifolium arvense,x,100,cover,0.05
RZ2218,trifolium pratense,x,100,cover,0.1
RZ2214,verbascum lychnitis,NW,0.1,p/a,1
RZ2214,verbascum lychnitis,NW,1,p/a,1
RZ2214,verbascum lychnitis,NW,10,cover,2
RZ2214,verbascum lychnitis,SE,0.1,p/a,1
RZ2214,verbascum lychnitis,SE,1,p/a,1
RZ2214,verbascum lychnitis,SE,10,cover,2
RZ2214,verbascum lychnitis,x,100,cover,2
RZ2215,verbascum lychnitis,x,100,cover,0.1
RZ2216,verbascum lychnitis,x,100,cover,0.1
RZ2217,verbascum lychnitis,NW,10,cover,0.5
RZ2217,verbascum lychnitis,SE,10,cover,0.1
RZ2217,verbascum lychnitis,x,100,cover,0.3
RZ2219,verbascum lychnitis,NW,10,cover,0.5
RZ2219,verbascum lychnitis,SE,1,p/a,1
RZ2219,verbascum lychnitis,SE,10,cover,0.1
RZ2219,verbascum lychnitis,x,100,cover,0.3
RZ2214,verbascum phoeniceum,SE,1,p/a,1
RZ2214,verbascum phoeniceum,SE,10,cover,0.2
RZ2214,verbascum phoeniceum,x,100,cover,0.1
RZ2218,veronica chamaedrys,NW,0.001,p/a,1
RZ2218,veronica chamaedrys,NW,0.01,p/a,1
RZ2218,veronica chamaedrys,NW,0.1,p/a,1
RZ2218,veronica chamaedrys,NW,1,p/a,1
RZ2218,veronica chamaedrys,NW,10,cover,3
RZ2218,veronica chamaedrys,x,100,cover,1.5
RZ2219,veronica chamaedrys,NW,1,p/a,1
RZ2219,veronica chamaedrys,NW,10,cover,1
RZ2219,veronica chamaedrys,SE,10,cover,0.01
RZ2219,veronica chamaedrys,x,100,cover,0.505
RZ2219,veronica prostrata,NW,10,cover,1
RZ2219,veronica prostrata,SE,10,cover,1
RZ2219,veronica prostrata,x,100,cover,1
RZ2218,veronica austriaca,SE,1e-4,p/a,1
RZ2218,veronica austriaca,SE,0.001,p/a,1
RZ2218,veronica austriaca,SE,0.01,p/a,1
RZ2218,veronica austriaca,SE,0.1,p/a,1
RZ2218,veronica austriaca,SE,1,p/a,1
RZ2218,veronica austriaca,SE,10,cover,0.5
RZ2218,veronica austriaca,x,100,cover,0.25
RZ2214,vicia tenuifolia,NW,10,cover,2
RZ2214,vicia tenuifolia,x,100,cover,1
RZ2214,vincetoxicum hirundinaria,x,100,cover,0.1
RZ2215,vincetoxicum hirundinaria,NW,10,cover,0.01
RZ2215,vincetoxicum hirundinaria,SE,1,p/a,1
RZ2215,vincetoxicum hirundinaria,SE,10,cover,0.1
RZ2215,vincetoxicum hirundinaria,x,100,cover,0.055
RZ2217,vincetoxicum hirundinaria,NW,10,cover,1
RZ2217,vincetoxicum hirundinaria,SE,1,p/a,1
RZ2217,vincetoxicum hirundinaria,SE,10,cover,0.01
RZ2217,vincetoxicum hirundinaria,x,100,cover,0.505
RZ2218,vincetoxicum hirundinaria,NW,1,p/a,1
RZ2218,vincetoxicum hirundinaria,NW,10,cover,2
RZ2218,vincetoxicum hirundinaria,SE,1,p/a,1
RZ2218,vincetoxicum hirundinaria,SE,10,cover,0.5
RZ2218,vincetoxicum hirundinaria,x,100,cover,1.25
RZ2219,vincetoxicum hirundinaria,NW,0.1,p/a,1
RZ2219,vincetoxicum hirundinaria,NW,1,p/a,1
RZ2219,vincetoxicum hirundinaria,NW,10,cover,0.5
RZ2219,vincetoxicum hirundinaria,x,100,cover,0.25
RZ2214,viola hirta,SE,10,cover,0.2
RZ2214,viola hirta,x,100,cover,0.1
RZ2215,viola hirta,SE,10,cover,0.1
RZ2215,viola hirta,x,100,cover,0.05
RZ2216,viola hirta,x,100,cover,0.1
RZ2217,viola hirta,NW,0.1,p/a,1
RZ2217,viola hirta,NW,1,p/a,1
RZ2217,viola hirta,NW,10,cover,2
RZ2217,viola hirta,SE,1,p/a,1
RZ2217,viola hirta,SE,10,cover,0.5
RZ2217,viola hirta,x,100,cover,1.25
RZ2219,viola hirta,SE,1,p/a,1
RZ2219,viola hirta,SE,10,cover,0.5
RZ2219,viola hirta,x,100,cover,0.25
RZ2218,viola tricolor,NW,1,p/a,1
RZ2218,viola tricolor,NW,10,cover,0.1
RZ2218,viola tricolor,SE,10,cover,0.1
RZ2218,viola tricolor,x,100,cover,0.1
RZ2219,viola tricolor,x,100,cover,0.1
RZ2215,cytisus austriacus,NW,1e-4,p/a,1
RZ2215,cytisus austriacus,NW,0.001,p/a,1
RZ2215,cytisus austriacus,NW,0.01,p/a,1
RZ2215,cytisus austriacus,NW,0.1,p/a,1
RZ2215,cytisus austriacus,NW,1,p/a,1
RZ2215,cytisus austriacus,NW,10,cover,5
RZ2216,cytisus austriacus,NW,1,p/a,1
RZ2216,cytisus austriacus,NW,10,cover,2
RZ2218,cytisus austriacus,NW,0.01,p/a,1
RZ2218,cytisus austriacus,NW,0.1,p/a,1
RZ2218,cytisus austriacus,NW,1,p/a,1
RZ2218,cytisus austriacus,NW,10,cover,3
RZ2217,prunus cerasifera,SE,10,cover,1
RZ2217,prunus cerasifera,x,100,cover,0.5
RZ2218,pyrus communis,SE,10,cover,0.5
RZ2218,pyrus communis,x,100,cover,0.25
RZ2218,rosa canina,x,100,cover,0.1
BS19013,achillea ochroleuca,NW,0.001,p/a,1
BS19013,achillea ochroleuca,NW,0.01,p/a,1
BS19013,achillea ochroleuca,NW,0.1,p/a,1
BS19013,achillea ochroleuca,NW,1,p/a,1
BS19013,achillea ochroleuca,NW,10,cover,2.5
BS19013,achillea ochroleuca,x,100,cover,1.25
BS19032,achillea seidlii,NW,0.1,p/a,1
BS19032,achillea seidlii,NW,1,p/a,1
BS19032,achillea seidlii,NW,10,cover,0.1
BS19032,achillea seidlii,x,100,cover,0.05
SB20172,achillea setacea,x,100,cover,0.1
BS19048,agropyron cristatum,NW,10,cover,0.5
BS19048,agropyron cristatum,x,100,cover,0.25
SB20172,allium guttatum,SE,10,cover,0.1
SB20172,allium guttatum,x,100,cover,0.05
BS19005,alyssum turkestanicum,SE,10,cover,0.01
BS19005,alyssum turkestanicum,x,100,cover,0.005
BS19013,alyssum turkestanicum,x,100,cover,0.1
BS19023,alyssum turkestanicum,NW,10,cover,0.01
BS19023,alyssum turkestanicum,SE,10,cover,0.1
BS19023,alyssum turkestanicum,x,100,cover,0.055
BS19031,alyssum turkestanicum,NW,0.01,p/a,1
BS19031,alyssum turkestanicum,NW,0.1,p/a,1
BS19031,alyssum turkestanicum,NW,1,p/a,1
BS19031,alyssum turkestanicum,NW,10,cover,0.5
BS19031,alyssum turkestanicum,SE,0.1,p/a,1
BS19031,alyssum turkestanicum,SE,1,p/a,1
BS19031,alyssum turkestanicum,SE,10,cover,0.1
BS19031,alyssum turkestanicum,x,100,cover,0.3
SB20152,alyssum turkestanicum,NW,1,p/a,1
SB20152,alyssum turkestanicum,NW,10,cover,0.15
SB20152,alyssum turkestanicum,SE,10,cover,0.001
SB20152,alyssum turkestanicum,x,100,cover,0.0755
SB20178,alyssum turkestanicum,NW,1e-4,p/a,1
SB20178,alyssum turkestanicum,NW,0.001,p/a,1
SB20178,alyssum turkestanicum,NW,0.01,p/a,1
SB20178,alyssum turkestanicum,NW,0.1,p/a,1
SB20178,alyssum turkestanicum,NW,1,p/a,1
SB20178,alyssum turkestanicum,NW,10,cover,0.01
SB20178,alyssum turkestanicum,x,100,cover,0.005
BS19023,ambrosia artemisiifolia,SE,10,cover,0.5
BS19023,ambrosia artemisiifolia,x,100,cover,0.25
SB20178,anchusa gmelinii,x,100,cover,0.1
BS19013,androsace elongata,NW,10,cover,0.1
BS19013,androsace elongata,SE,10,cover,0.1
BS19013,androsace elongata,x,100,cover,0.1
BS19005,bromus tectorum,SE,10,cover,0.1
BS19005,bromus tectorum,x,100,cover,0.05
BS19013,bromus tectorum,NW,10,cover,0.1
BS19013,bromus tectorum,x,100,cover,0.05
BS19023,bromus tectorum,NW,0.001,p/a,1
BS19023,bromus tectorum,NW,0.01,p/a,1
BS19023,bromus tectorum,NW,0.1,p/a,1
BS19023,bromus tectorum,NW,1,p/a,1
BS19023,bromus tectorum,NW,10,cover,3
BS19023,bromus tectorum,SE,1e-4,p/a,1
BS19023,bromus tectorum,SE,0.001,p/a,1
BS19023,bromus tectorum,SE,0.01,p/a,1
BS19023,bromus tectorum,SE,0.1,p/a,1
BS19023,bromus tectorum,SE,1,p/a,1
BS19023,bromus tectorum,SE,10,cover,0.2
BS19023,bromus tectorum,x,100,cover,1.6
BS19031,bromus tectorum,NW,1e-4,p/a,1
BS19031,bromus tectorum,NW,0.001,p/a,1
BS19031,bromus tectorum,NW,0.01,p/a,1
BS19031,bromus tectorum,NW,0.1,p/a,1
BS19031,bromus tectorum,NW,1,p/a,1
BS19031,bromus tectorum,NW,10,cover,3
BS19031,bromus tectorum,SE,0.1,p/a,1
BS19031,bromus tectorum,SE,1,p/a,1
BS19031,bromus tectorum,SE,10,cover,1
BS19031,bromus tectorum,x,100,cover,2
BS19032,bromus tectorum,NW,10,cover,0.1
BS19032,bromus tectorum,SE,10,cover,0.3
BS19032,bromus tectorum,x,100,cover,0.2
BS19048,bromus tectorum,x,100,cover,0.1
SB20152,bromus tectorum,NW,0.1,p/a,1
SB20152,bromus tectorum,NW,1,p/a,1
SB20152,bromus tectorum,NW,10,cover,0.5
SB20152,bromus tectorum,SE,0.1,p/a,1
SB20152,bromus tectorum,SE,1,p/a,1
SB20152,bromus tectorum,SE,10,cover,0.2
SB20152,bromus tectorum,x,100,cover,0.35
SB20172,bromus tectorum,NW,10,cover,0.2
SB20172,bromus tectorum,x,100,cover,0.1
SB20178,bromus tectorum,NW,0.001,p/a,1
SB20178,bromus tectorum,NW,0.01,p/a,1
SB20178,bromus tectorum,NW,0.1,p/a,1
SB20178,bromus tectorum,NW,1,p/a,1
SB20178,bromus tectorum,NW,10,cover,0.5
SB20178,bromus tectorum,SE,0.01,p/a,1
SB20178,bromus tectorum,SE,0.1,p/a,1
SB20178,bromus tectorum,SE,1,p/a,1
SB20178,bromus tectorum,SE,10,cover,2
SB20178,bromus tectorum,x,100,cover,1.25
BS19005,anthemis ruthenica,NW,10,cover,0.1
BS19005,anthemis ruthenica,x,100,cover,0.05
BS19023,anthemis ruthenica,NW,0.001,p/a,1
BS19023,anthemis ruthenica,NW,0.01,p/a,1
BS19023,anthemis ruthenica,NW,0.1,p/a,1
BS19023,anthemis ruthenica,NW,1,p/a,1
BS19023,anthemis ruthenica,NW,10,cover,2
BS19023,anthemis ruthenica,SE,0.1,p/a,1
BS19023,anthemis ruthenica,SE,1,p/a,1
BS19023,anthemis ruthenica,SE,10,cover,0.2
BS19023,anthemis ruthenica,x,100,cover,1.1
BS19048,anthemis ruthenica,SE,10,cover,0.2
BS19048,anthemis ruthenica,x,100,cover,0.1
SB20152,anthemis ruthenica,NW,10,cover,0.01
SB20152,anthemis ruthenica,x,100,cover,0.005
BS19005,arabidopsis thaliana,NW,1,p/a,1
BS19005,arabidopsis thaliana,NW,10,cover,0.01
BS19005,arabidopsis thaliana,x,100,cover,0.005
BS19023,arabidopsis thaliana,NW,1,p/a,1
BS19023,arabidopsis thaliana,NW,10,cover,0.01
BS19023,arabidopsis thaliana,SE,10,cover,0.01
BS19023,arabidopsis thaliana,x,100,cover,0.01
SB20152,arabidopsis thaliana,NW,1,p/a,1
SB20152,arabidopsis thaliana,NW,10,cover,0.001
SB20152,arabidopsis thaliana,x,100,cover,5e-4
SB20172,arabidopsis thaliana,NW,0.01,p/a,1
SB20172,arabidopsis thaliana,NW,0.1,p/a,1
SB20172,arabidopsis thaliana,NW,1,p/a,1
SB20172,arabidopsis thaliana,NW,10,cover,0.01
SB20172,arabidopsis thaliana,x,100,cover,0.005
BS19048,eremogone biebersteinii,NW,0.001,p/a,1
BS19048,eremogone biebersteinii,NW,0.01,p/a,1
BS19048,eremogone biebersteinii,NW,0.1,p/a,1
BS19048,eremogone biebersteinii,NW,1,p/a,1
BS19048,eremogone biebersteinii,NW,10,cover,1.5
BS19048,eremogone biebersteinii,x,100,cover,0.75
BS19005,arenaria serpyllifolia,NW,0.01,p/a,1
BS19005,arenaria serpyllifolia,NW,0.1,p/a,1
BS19005,arenaria serpyllifolia,NW,1,p/a,1
BS19005,arenaria serpyllifolia,NW,10,cover,0.3
BS19005,arenaria serpyllifolia,SE,1,p/a,1
BS19005,arenaria serpyllifolia,SE,10,cover,0.001
BS19005,arenaria serpyllifolia,x,100,cover,0.1505
BS19013,arenaria serpyllifolia,NW,10,cover,0.1
BS19013,arenaria serpyllifolia,x,100,cover,0.05
BS19023,arenaria serpyllifolia,NW,0.01,p/a,1
BS19023,arenaria serpyllifolia,NW,0.1,p/a,1
BS19023,arenaria serpyllifolia,NW,1,p/a,1
BS19023,arenaria serpyllifolia,NW,10,cover,1
BS19023,arenaria serpyllifolia,SE,1,p/a,1
BS19023,arenaria serpyllifolia,SE,10,cover,0.7
BS19023,arenaria serpyllifolia,x,100,cover,0.85
BS19031,arenaria serpyllifolia,NW,1,p/a,1
BS19031,arenaria serpyllifolia,NW,10,cover,0.2
BS19031,arenaria serpyllifolia,SE,10,cover,0.05
BS19031,arenaria serpyllifolia,x,100,cover,0.125
SB20172,arenaria serpyllifolia,NW,0.1,p/a,1
SB20172,arenaria serpyllifolia,NW,1,p/a,1
SB20172,arenaria serpyllifolia,NW,10,cover,0.01
SB20172,arenaria serpyllifolia,SE,1,p/a,1
SB20172,arenaria serpyllifolia,SE,10,cover,0.001
SB20172,arenaria serpyllifolia,x,100,cover,0.0055
BS19032,artemisia austriaca,NW,1,p/a,1
BS19032,artemisia austriaca,NW,10,cover,0.1
BS19032,artemisia austriaca,SE,0.01,p/a,1
BS19032,artemisia austriaca,SE,0.1,p/a,1
BS19032,artemisia austriaca,SE,1,p/a,1
BS19032,artemisia austriaca,SE,10,cover,4
BS19032,artemisia austriaca,x,100,cover,2.05
BS19005,artemisia campestris,NW,1,p/a,1
BS19005,artemisia campestris,NW,10,cover,0.3
BS19005,artemisia campestris,SE,10,cover,0.2
BS19005,artemisia campestris,x,100,cover,0.25
BS19013,artemisia campestris,NW,10,cover,1
BS19013,artemisia campestris,SE,10,cover,1
BS19013,artemisia campestris,x,100,cover,1
BS19023,artemisia campestris,SE,1,p/a,1
BS19023,artemisia campestris,SE,10,cover,0.5
BS19023,artemisia campestris,x,100,cover,0.25
BS19031,artemisia campestris,NW,1,p/a,1
BS19031,artemisia campestris,NW,10,cover,2
BS19031,artemisia campestris,SE,1,p/a,1
BS19031,artemisia campestris,SE,10,cover,0.2
BS19031,artemisia campestris,x,100,cover,1.1
BS19032,artemisia campestris,x,100,cover,0.1
BS19048,artemisia campestris,NW,1e-4,p/a,1
BS19048,artemisia campestris,NW,0.001,p/a,1
BS19048,artemisia campestris,NW,0.01,p/a,1
BS19048,artemisia campestris,NW,0.1,p/a,1
BS19048,artemisia campestris,NW,1,p/a,1
BS19048,artemisia campestris,NW,10,cover,4
BS19048,artemisia campestris,SE,10,cover,3
BS19048,artemisia campestris,x,100,cover,3.5
SB20152,artemisia campestris,NW,0.1,p/a,1
SB20152,artemisia campestris,NW,1,p/a,1
SB20152,artemisia campestris,NW,10,cover,2
SB20152,artemisia campestris,SE,1e-4,p/a,1
SB20152,artemisia campestris,SE,0.001,p/a,1
SB20152,artemisia campestris,SE,0.01,p/a,1
SB20152,artemisia campestris,SE,0.1,p/a,1
SB20152,artemisia campestris,SE,1,p/a,1
SB20152,artemisia campestris,SE,10,cover,1
SB20152,artemisia campestris,x,100,cover,1.5
SB20172,artemisia campestris,NW,0.1,p/a,1
SB20172,artemisia campestris,NW,1,p/a,1
SB20172,artemisia campestris,NW,10,cover,5
SB20172,artemisia campestris,SE,1e-4,p/a,1
SB20172,artemisia campestris,SE,0.001,p/a,1
SB20172,artemisia campestris,SE,0.01,p/a,1
SB20172,artemisia campestris,SE,0.1,p/a,1
SB20172,artemisia campestris,SE,1,p/a,1
SB20172,artemisia campestris,SE,10,cover,7
SB20172,artemisia campestris,x,100,cover,6
SB20178,artemisia campestris,NW,1e-4,p/a,1
SB20178,artemisia campestris,NW,0.001,p/a,1
SB20178,artemisia campestris,NW,0.01,p/a,1
SB20178,artemisia campestris,NW,0.1,p/a,1
SB20178,artemisia campestris,NW,1,p/a,1
SB20178,artemisia campestris,NW,10,cover,5
SB20178,artemisia campestris,SE,1,p/a,1
SB20178,artemisia campestris,SE,10,cover,2
SB20178,artemisia campestris,x,100,cover,3.5
BS19032,asperula graveolens,NW,10,cover,0.5
BS19032,asperula graveolens,SE,0.1,p/a,1
BS19032,asperula graveolens,SE,1,p/a,1
BS19032,asperula graveolens,SE,10,cover,0.7
BS19032,asperula graveolens,x,100,cover,0.6
BS19048,asperula graveolens,NW,0.1,p/a,1
BS19048,asperula graveolens,NW,1,p/a,1
BS19048,asperula graveolens,NW,10,cover,2
BS19048,asperula graveolens,x,100,cover,1
BS19013,astragalus varius,SE,10,cover,0.1
BS19013,astragalus varius,x,100,cover,0.05
BS19023,astragalus varius,x,100,cover,0.1
SB20152,astragalus varius,NW,1,p/a,1
SB20152,astragalus varius,NW,10,cover,0.05
SB20152,astragalus varius,x,100,cover,0.025
SB20172,astragalus varius,SE,1,p/a,1
SB20172,astragalus varius,SE,10,cover,1.5
SB20172,astragalus varius,x,100,cover,0.75
BS19031,bassia laniflora,NW,1e-4,p/a,1
BS19031,bassia laniflora,NW,0.001,p/a,1
BS19031,bassia laniflora,NW,0.01,p/a,1
BS19031,bassia laniflora,NW,0.1,p/a,1
BS19031,bassia laniflora,NW,1,p/a,1
BS19031,bassia laniflora,NW,10,cover,30
BS19031,bassia laniflora,SE,0.1,p/a,1
BS19031,bassia laniflora,SE,1,p/a,1
BS19031,bassia laniflora,SE,10,cover,10
BS19031,bassia laniflora,x,100,cover,20
BS19032,bassia laniflora,NW,0.1,p/a,1
BS19032,bassia laniflora,NW,1,p/a,1
BS19032,bassia laniflora,NW,10,cover,0.3
BS19032,bassia laniflora,x,100,cover,0.15
SB20152,bassia laniflora,NW,0.01,p/a,1
SB20152,bassia laniflora,NW,0.1,p/a,1
SB20152,bassia laniflora,NW,1,p/a,1
SB20152,bassia laniflora,NW,10,cover,10
SB20152,bassia laniflora,SE,0.001,p/a,1
SB20152,bassia laniflora,SE,0.01,p/a,1
SB20152,bassia laniflora,SE,0.1,p/a,1
SB20152,bassia laniflora,SE,1,p/a,1
SB20152,bassia laniflora,SE,10,cover,3
SB20152,bassia laniflora,x,100,cover,6.5
BS19023,bassia sedoides,SE,0.1,p/a,1
BS19023,bassia sedoides,SE,1,p/a,1
BS19023,bassia sedoides,SE,10,cover,0.3
BS19023,bassia sedoides,x,100,cover,0.15
BS19023,berteroa incana,NW,0.1,p/a,1
BS19023,berteroa incana,NW,1,p/a,1
BS19023,berteroa incana,NW,10,cover,0.7
BS19023,berteroa incana,SE,10,cover,0.2
BS19023,berteroa incana,x,100,cover,0.45
SB20172,bothriochloa ischaemum,NW,10,cover,3
SB20172,bothriochloa ischaemum,SE,1e-4,p/a,1
SB20172,bothriochloa ischaemum,SE,0.001,p/a,1
SB20172,bothriochloa ischaemum,SE,0.01,p/a,1
SB20172,bothriochloa ischaemum,SE,0.1,p/a,1
SB20172,bothriochloa ischaemum,SE,1,p/a,1
SB20172,bothriochloa ischaemum,SE,10,cover,8
SB20172,bothriochloa ischaemum,x,100,cover,5.5
BS19013,bromus squarrosus,NW,10,cover,0.1
BS19013,bromus squarrosus,SE,10,cover,0.1
BS19013,bromus squarrosus,x,100,cover,0.1
SB20172,bromus squarrosus,NW,10,cover,0.1
SB20172,bromus squarrosus,x,100,cover,0.05
BS19005,calamagrostis epigejos,NW,1,p/a,1
BS19005,calamagrostis epigejos,NW,10,cover,5
BS19005,calamagrostis epigejos,SE,0.1,p/a,1
BS19005,calamagrostis epigejos,SE,1,p/a,1
BS19005,calamagrostis epigejos,SE,10,cover,1
BS19005,calamagrostis epigejos,x,100,cover,3
BS19032,calamagrostis epigejos,NW,0.1,p/a,1
BS19032,calamagrostis epigejos,NW,1,p/a,1
BS19032,calamagrostis epigejos,NW,10,cover,0.5
BS19032,calamagrostis epigejos,SE,0.1,p/a,1
BS19032,calamagrostis epigejos,SE,10,cover,2
BS19032,calamagrostis epigejos,x,100,cover,1.25
SB20178,calamagrostis epigejos,NW,10,cover,0.1
SB20178,calamagrostis epigejos,x,100,cover,0.05
SB20172,campanula rapunculus,x,100,cover,0.1
BS19005,carex colchica,NW,0.1,p/a,1
BS19005,carex colchica,NW,1,p/a,1
BS19005,carex colchica,NW,10,cover,3
BS19005,carex colchica,SE,1,p/a,1
BS19005,carex colchica,SE,10,cover,10
BS19005,carex colchica,x,100,cover,6.5
BS19023,carex colchica,NW,0.1,p/a,1
BS19023,carex colchica,NW,1,p/a,1
BS19023,carex colchica,NW,10,cover,5
BS19023,carex colchica,SE,1e-4,p/a,1
BS19023,carex colchica,SE,0.001,p/a,1
BS19023,carex colchica,SE,0.01,p/a,1
BS19023,carex colchica,SE,0.1,p/a,1
BS19023,carex colchica,SE,1,p/a,1
BS19023,carex colchica,SE,10,cover,30
BS19023,carex colchica,x,100,cover,17.5
BS19031,carex colchica,NW,1,p/a,1
BS19031,carex colchica,NW,10,cover,5
